ID,Z_score
Twin_MZ_1A,-1.9803878180432763
Twin_MZ_2A,-0.13195675574688012
NotTwin1,0.3197974104888203
Twin_DZ_1A,-0.44273430478401476
Twin_DZ_2A,0.4486251497643044
Twin_DZ_3A,0.4594437628152682
Twin_DZ_3B,0.48916589600999344
Twin_DZ_4A,0.7310218332315087
Twin_MZ_3A,-0.8015694211603244
NotTwin2,-0.9447984845998787
Twin_MZ_4A,0.8451733901873357
NotTwin3,0.26183564039809193
Twin_DZ_2B,0.6949635516392304
Twin_MZ_5A,0.37096292907419304
Twin_MZ_6A,0.579671604178634
NotTwin4,0.4098309447749482
NotTwin5,0.6618128933074295
NotTwin6,-0.24593603724591612
Twin_DZ_5A,0.12955297622837592
Twin_MZ_7A,-0.22429826736195851
Twin_DZ_6A,0.30514819753628797
Twin_MZ_8A,0.47880985292130773
Twin_MZ_3B,0.11053291382608604
NotTwin7,-0.125484843768551
Twin_MZ_9A,0.7953780916741716
Twin_MZ_10A,0.7187129442182121
Twin_DZ_7A,-2.599471330212244
NotTwin9,-0.5471945316643319
NotTwin10,0.01737489855920976
NotTwin11,-0.3061058594885656
Twin_MZ_11A,-1.0138854529963077
Twin_MZ_12A,-1.670527050819636
NotTwin12,0.6964173785544219
NotTwin13,0.32438407808600184
Twin_MZ_13A,0.7637036858809436
Twin_DZ_8A,0.34872452649237495
Twin_MZ_11B,-0.4508047898554363
Twin_DZ_9A,0.6822181627844226
Twin_MZ_14A,-0.0845073509137324
Twin_MZ_15A,0.527204802458474
Twin_MZ_14B,-1.6050812795376406
NotTwin14,0.6614781403368913
Twin_DZ_10A,-0.15800472679448896
Twin_MZ_10B,0.33591265198031195
Twin_MZ_8B,0.5942940820169242
NotTwin15,-2.597190180936114
Twin_DZ_4B,0.02458888780437397
Twin_MZ_16A,0.7096695168496252
Twin_DZ_11A,0.4783195337522068
Twin_MZ_17A,0.20154554031555988
Twin_MZ_1B,0.7100695663651494
Twin_MZ_4B,0.6213999751135199
Twin_DZ_6B,0.49321098985227074
Twin_MZ_18A,-0.42047709714035886
Twin_DZ_10B,0.4048954154573458
NotTwin16,-2.904762720320828
Twin_MZ_16B,0.48641497512693405
Twin_DZ_12A,-0.37181786457113375
NotTwin17,0.25952826998869327
Twin_DZ_7B,0.3134137653035512
Twin_MZ_6B,0.40253477738430743
NotTwin18,0.4428296380973818
NotTwin19,-1.0300976004023148
Twin_DZ_8B,0.2966190955597865
Twin_MZ_7B,0.26425580005144883
Twin_MZ_15B,-0.1516433069781732
NotTwin20,-0.3867918997422728
Twin_MZ_12B,0.709488933431323
Twin_MZ_18B,-0.3826458562312949
NotTwin21,-5.979935028485734
NotTwin22,0.42146526801411494
Twin_MZ_19A,0.33996048456761385
NotTwin23,0.39000485688712505
Twin_MZ_2B,0.22604465394589734
NotTwin8,0.6248520698573843
NotTwin24,0.3054691588716086
Twin_DZ_1B,0.5046423496490683
Twin_DZ_13A,0.7698744601306731
Twin_DZ_12B,0.11920292851677777
Twin_MZ_5B,0.6458258349614067
Twin_DZ_13B,0.7047022057045307
Twin_DZ_9B,0.6633623936121489
Twin_MZ_13B,0.8597830582438161
Twin_MZ_17B,-0.495346823881849
Twin_DZ_11B,0.627403945510624
Twin_DZ_5B,-0.00903562308700736
Twin_MZ_9B,0.4500604727627576
NotTwin25,-0.5460949197176383
Twin_MZ_19B,0.3749960153747535
