Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9831358537345125,0.9629500174641854,0.952618843563077,0.9495328620883621,0.022179252743771038,0.02390681923989059,0.022816562981681984,0.0148653937718456
DELTA,0.9329199750407388,0.8898551134283372,0.8762392154044397,0.8573405131043774,0.08725887782695649,0.09825432105015673,0.09503444293455912,0.10047611589261715
THETA,0.9375304131421948,0.8776563128483454,0.8518675564037237,0.8041301918170219,0.08137023205895952,0.09418730982892543,0.08341303484993678,0.08870074791021028
ALPHA,0.9441435197620391,0.8854886369756886,0.82195104333347,0.8007186032859482,0.07237770541254547,0.08575064584426835,0.09942887545739132,0.09828608677956042
BETA,0.9533454481248202,0.9034108589790703,0.8661047522904911,0.8538349432870734,0.06320594890151034,0.0744999294287573,0.06110063536396543,0.05808799986905982
GAMMA,0.9631560406268675,0.9079012206468405,0.8890157947877679,0.8796610692719634,0.04948535541492711,0.04984792570766675,0.05554196672682023,0.040771297933165807
HIGH GAMMA,0.9598681920165006,0.8961299820571835,0.8858645677794791,0.8728899370827153,0.05092530320137169,0.05421599338161038,0.05732320839102435,0.03622571222407319
