Subjects,Twin_MZ_1A,Twin_MZ_1B,Twin_MZ_2A,Twin_MZ_2B,Twin_MZ_3A,Twin_MZ_3B,Twin_MZ_4A,Twin_MZ_4B,Twin_MZ_5A,Twin_MZ_5B,Twin_MZ_6A,Twin_MZ_6B,Twin_MZ_7A,Twin_MZ_7B,Twin_MZ_8A,Twin_MZ_8B,Twin_MZ_9A,Twin_MZ_9B,Twin_MZ_10A,Twin_MZ_10B,Twin_MZ_11A,Twin_MZ_11B,Twin_MZ_12A,Twin_MZ_12B,Twin_MZ_13A,Twin_MZ_13B,Twin_MZ_14A,Twin_MZ_14B,Twin_MZ_15A,Twin_MZ_15B,Twin_MZ_16A,Twin_MZ_16B,Twin_MZ_17A,Twin_MZ_17B,Twin_MZ_18A,Twin_MZ_18B,Twin_MZ_19A,Twin_MZ_19B
Twin_MZ_1A,0.9907579625131591,0.9653819520712501,0.9311606427764074,0.9045695929207467,0.9605191650711424,0.9643441306941469,0.958628625617034,0.9600049627121854,0.9452478287067305,0.9501067022008531,0.9574734134370835,0.955125304935592,0.9381047930167281,0.9526710507892473,0.9627845073068048,0.9643834169996861,0.9608628659517799,0.9597808326362764,0.9588117449445455,0.9606061344159738,0.955278658442541,0.9439082772508305,0.958399091677157,0.9525097177310224,0.9158769984259933,0.9559210531187909,0.9451745875817631,0.9409726499924523,0.953414018982775,0.9487722265513936,0.9395226877110159,0.9456086541733197,0.9585478312978284,0.9515208518232054,0.9598988231568344,0.9591585173457228,0.9542867879230484,0.9545013454151219
Twin_MZ_1B,0.9701738545904299,0.9880890004064249,0.9331251946494785,0.8996585118603528,0.9538912429972008,0.9581431121549882,0.9621778635284904,0.9602619733031075,0.9492954480568063,0.9466383732565549,0.9575337854792305,0.9576456590768225,0.9401747236742265,0.9442321624250892,0.9707134399415167,0.9661066496071726,0.9555349325189944,0.960048195289469,0.9643686007461169,0.9635206486776418,0.9573806003477142,0.9434993830080383,0.9539524706791254,0.9559450047935523,0.923605493715598,0.953738438271996,0.9445632337423723,0.9378940273793823,0.956879068134881,0.9563244523916989,0.934299523650769,0.9470907628759495,0.9601140230999821,0.9579328290597944,0.9599307904630183,0.9574549391345173,0.949758639796034,0.9574914653892819
Twin_MZ_2A,0.9545012760117482,0.9549549448606899,0.959411071216011,0.9103086049271855,0.9561618687109709,0.9658031468509709,0.9621476852709808,0.9564376713260582,0.9503836926255086,0.9444940157529398,0.9541270302162084,0.9452540226432796,0.9521307575625768,0.9585966357652685,0.9582548609464627,0.9579193284358815,0.9615623600511668,0.9576461717716718,0.9648437423432746,0.9677653061504092,0.9576243028589861,0.9563887595440093,0.9547909554475634,0.9566951908028852,0.907855969702729,0.944951707441114,0.9465019576839169,0.9495782980744424,0.9524305050832855,0.9532582427591785,0.947535290979035,0.9532353609836245,0.9606720236232762,0.9535294163640702,0.9638848811909511,0.9542862497942748,0.953291185055803,0.9532966474248412
Twin_MZ_2B,0.939012186141438,0.9377458442836988,0.9198626882499827,0.9089809664904971,0.9594537041496101,0.9604786715984048,0.9557944213131675,0.9565489368047342,0.9371783880617575,0.947002435262401,0.9474448229287974,0.9359377033056788,0.9482178964845448,0.9539548481061225,0.9518023063223077,0.9529574931774933,0.9558099721273028,0.9514091209871822,0.9584624231015417,0.9637768972557186,0.9503002571368431,0.9489685968552102,0.945231731936327,0.9519523676320141,0.8932287753709082,0.9477023350007705,0.9378603388524768,0.950452387103605,0.947527312055437,0.9453323429059146,0.9425623646579679,0.9456761388850672,0.9493576189716616,0.9484367449164259,0.949706024571638,0.949840673068794,0.9449708301193955,0.9448373821351101
Twin_MZ_3A,0.9582996721215593,0.9528696447894516,0.9214194465018906,0.8965430958199299,0.9896045673628324,0.9700993324389788,0.9546424756758161,0.9606128444348828,0.9396766788275434,0.9502640548418975,0.9508002825146835,0.9464492412882122,0.9449747589750492,0.9502140126034941,0.9618909612144114,0.9606703276590125,0.9604393605395178,0.9588759523419395,0.9584877943101429,0.963835146349273,0.9570395612151893,0.9473387622858623,0.9467483110356754,0.9554821676200698,0.9013034482299153,0.9524250122093865,0.9506856323877029,0.9399048425247554,0.9528307183669372,0.9506484477784991,0.9421531325599801,0.9512557768434574,0.9547180723448252,0.9509284884656657,0.9581767744943797,0.9556442001567034,0.9521718898337312,0.9511968493709113
Twin_MZ_3B,0.8551955400674043,0.861424609490445,0.8536230329617582,0.8374937238065143,0.8715515161321231,0.8802053575893016,0.8596458964958968,0.8657091868435439,0.8409317576001452,0.8413435292378696,0.8547409043858545,0.8520424671160926,0.8504337511070437,0.8522835769434685,0.8693321479511802,0.8431402675528397,0.8503548862081716,0.8564848954630983,0.861689649593329,0.8530305999087603,0.8487001643809416,0.8401925445453466,0.8597730292218364,0.8701317445569593,0.8869923868709572,0.8624106933228683,0.8612332828565585,0.8344816493173968,0.8581131207333044,0.86499197833384,0.856581500182962,0.8555228837513411,0.8506913324058003,0.8616460000017754,0.8718460743443586,0.8617497443881275,0.8432831082730736,0.8513426244276843
Twin_MZ_4A,0.9573917309140085,0.9611360335817221,0.9443904342304763,0.917993149941009,0.9576779029140525,0.9658517762571263,0.9958951325320495,0.9764345203933401,0.9640860235719508,0.968106650718285,0.9672337431439119,0.960006052044055,0.9662203059554553,0.9692913294142425,0.9671041735558705,0.9674480610736492,0.9729344513622129,0.9715561413659912,0.971570623228482,0.9750836074002841,0.9687651788912662,0.9642776082014977,0.9656228908471352,0.9730310583722754,0.9343333793327488,0.9620650910302397,0.9543714049440188,0.9635383842973343,0.9562812187697378,0.9583701472970152,0.9599938943875157,0.9651320118826721,0.9684446050293232,0.9639822313657651,0.9617862724056262,0.963756820365133,0.9671156758723944,0.9676587715351566
Twin_MZ_4B,0.959345451656759,0.955598437978332,0.9388576362176417,0.9127842517791376,0.963934247214321,0.9642841267015689,0.9746886047122287,0.9930767389829336,0.9605413769116409,0.9628599265718965,0.9636103391084981,0.9597214773180336,0.9625747018112353,0.9616088076922849,0.9684546094870005,0.9696167832742306,0.9733342142625432,0.9682023559062973,0.9672863198059409,0.9703964728104415,0.9682776973602578,0.9613809566068348,0.9613260544976123,0.9677995387067786,0.9256992747608728,0.9636593451979787,0.9531123661565085,0.9574700818463211,0.9550953850332728,0.9572299145623543,0.9568709570284775,0.9613099118598507,0.9648610918314047,0.9646190741385292,0.9654249091472593,0.9659964365416762,0.9627873949195327,0.9680253148782838
Twin_MZ_5A,0.9516521893714205,0.9507341147806903,0.9396114396170618,0.9125223853553903,0.9524084269857622,0.9619759405375197,0.9700497286339109,0.9679658526944437,0.9863132966300965,0.9726199698686195,0.9546220463646929,0.9566598665520027,0.9600769894688812,0.9612786147087988,0.9696585457795375,0.9687079870092867,0.9683554795922924,0.967701428849286,0.9627576002121363,0.9659363852690048,0.9623600808419325,0.9617461596683288,0.9650172744405088,0.9661998966169423,0.9199191383041274,0.956963265906382,0.9598127298286387,0.9586140708870436,0.9521825741928506,0.9531608430829097,0.9582329251053864,0.9644525096192765,0.9679920959053718,0.9625985226354032,0.9620588420290085,0.9526745585542404,0.9606328153652902,0.9593721940836485
Twin_MZ_5B,0.9366706566504323,0.9415033219891064,0.933844245760681,0.9003487133220502,0.9386708907153211,0.9417643116063847,0.9550491086816759,0.9514837404002561,0.9612377229223719,0.9704260133053737,0.9457397467467761,0.942040545031636,0.9467108352666,0.9506562072301032,0.9537386574789236,0.9450588014404915,0.9448366908700023,0.9453998801560128,0.9484149628819367,0.950714855263681,0.9450460507950751,0.9405009448793209,0.9526359468339609,0.9534003158663729,0.9260303992202901,0.941512541674202,0.9414178057193947,0.940190316497513,0.9304041508972438,0.9270803458383572,0.9641718677697593,0.9498100508451452,0.9494258386139304,0.9463209280885909,0.937560772097777,0.939714829105615,0.9538789093373923,0.9495049861918188
