ROI,DELTA,THETA,ALPHA,BETA,GAMMA,HIGH GAMMA,total_avg
G_and_S_transv_frontopol L,0.5808286782278504,0.6527927780809479,0.679100155844625,0.5551296650897263,0.554934425599529,0.6799847230137339,0.6171284043094022
G_and_S_transv_frontopol R,0.6426033123231116,0.6960088913202116,0.6533937619038013,0.5080991277111371,0.5902919888954836,0.6738283780768762,0.6273709100384369
G_cingul-Post-dorsal L,0.5517983767896678,0.7028047332728067,0.8617937333945417,0.6653938613892342,0.7792643470291555,0.7369612457369534,0.7163360496020599
G_cingul-Post-dorsal R,0.5720700225685953,0.6571443713097576,0.8353673123493687,0.6135363499322454,0.6260875446907965,0.5782058211389753,0.6470685703316231
G_cingul-Post-ventral L,0.38935879915861066,0.6177797895268292,0.8226374248290098,0.7134744233662097,0.753175043600576,0.737075091429195,0.6722500953184051
G_cingul-Post-ventral R,0.5716339455611533,0.7604029896043639,0.811349414283159,0.8011613522645548,0.8022271162987004,0.6907026490690024,0.7395795778468223
G_cuneus L,0.6367856407857599,0.5488938125046225,0.809477715227328,0.7207993212554891,0.8543466392086755,0.8037021178994003,0.7290008744802124
G_cuneus R,0.5712082145068118,0.48047139504968883,0.8055516870415047,0.7368695597006291,0.875391789012957,0.7481612126699632,0.7029423096635924
G_front_inf-Opercular L,0.6285266213248084,0.8502202790551932,0.8370064900099493,0.6795768977892634,0.6667044555867974,0.7169970208233781,0.7298386274315649
G_front_inf-Opercular R,0.5573968851679704,0.6510628296867869,0.7472683044355927,0.5763070796688341,0.6783780649233007,0.5976810059767863,0.6346823616432118
G_front_inf-Orbital L,0.5505245114416081,0.6745748151087813,0.7243355215436502,0.6915079735490073,0.6062552138919282,0.609879079363703,0.6428461858164464
G_front_inf-Orbital R,0.7742066907643547,0.8382373340704818,0.84950676603025,0.7688643302178472,0.8160231844183882,0.8918725936277102,0.8231184831881718
G_front_inf-Triangul L,0.6565939628207302,0.6413140281300231,0.6719968072102149,0.6741817310517054,0.48050792421923294,0.5371853304024533,0.61029663063906
G_front_inf-Triangul R,0.7181400727510516,0.7724288411014051,0.7940660871625814,0.660582603305646,0.6998555492107578,0.7641269582379789,0.7348666852949034
G_front_middle L,0.6616620444200145,0.6399706847381561,0.656062478531475,0.5221497262422172,0.35547726420842884,0.5695324035907509,0.5674757669551738
G_front_middle R,0.6709839103155997,0.7470815581146659,0.7379652849225382,0.5688995271490427,0.3663349494668061,0.5633381453212829,0.6091005625483226
G_front_sup L,0.6542910597244174,0.6701414653282942,0.7283854721504631,0.5819117951465216,0.33328086818121205,0.6173973237436498,0.5975679973790929
G_front_sup R,0.6665165302828675,0.7275730989467396,0.7363541712930075,0.5550571988210863,0.30323279112251394,0.5768790759059509,0.5942688110620277
G_insular_short L,0.7454907051203188,0.8625421054427076,0.7629275565118162,0.8308775613643469,0.848463436318189,0.8110790976605283,0.8102300770696512
G_insular_short R,0.704218239976952,0.7029905601859324,0.7673453957996166,0.7330164688546834,0.8517766624974822,0.8266133566446277,0.7643267806598825
G_oc-temp_lat-fusifor L,0.4532138440435239,0.7341121544391578,0.8267812880615013,0.6046504267752505,0.652703953995149,0.6419927091688084,0.6522423960805651
G_oc-temp_lat-fusifor R,0.528997541567907,0.6667668674135406,0.8277671078624129,0.6477999186115828,0.762983594283256,0.664295823518537,0.6831018088762061
G_oc-temp_med-Lingual L,0.47406035797930596,0.5611479689271075,0.7388055576279324,0.5983885563534558,0.6104743791307102,0.58251068221477,0.5942312503722137
G_oc-temp_med-Lingual R,0.48342165771935175,0.632339426851642,0.8311304841742219,0.5804753046994493,0.6509225506578471,0.6131654282801684,0.63190914206378
G_oc-temp_med-Parahip L,0.3768831029943953,0.6334153314778547,0.6791341006363956,0.49551097587435833,0.5230661337090783,0.5667921404980638,0.545800297531691
G_oc-temp_med-Parahip R,0.5339078787377498,0.6162643848133167,0.6982249495949703,0.49612791765857506,0.5442465281598435,0.5255330483637677,0.5690507845547038
G_occipital_middle L,0.6776635633716508,0.6277096835932531,0.7183166625219437,0.5729568320421355,0.6835358927356419,0.6770877341936505,0.6595450614097126
G_occipital_middle R,0.6121472427139758,0.5953024770721682,0.7889729225963212,0.6711141151529657,0.7951399566868048,0.7324776253315419,0.6991923899256296
G_occipital_sup L,0.6092307604164879,0.6349573362106175,0.7967257457025644,0.6566688318980882,0.7448451161373226,0.7184199246680615,0.6934746191721902
G_occipital_sup R,0.5854660737677544,0.6200549550531257,0.7962633214540126,0.744102793348016,0.8258634112039296,0.6991502019883953,0.711816792802539
G_orbital L,0.36173490126546715,0.5026491311885617,0.572670671222509,0.44002184049985776,0.5494326372618473,0.598449594799691,0.5041597960396557
G_orbital R,0.5648559414511942,0.5828228856639704,0.6326279817890327,0.4960413157643095,0.5476577392882152,0.4988390418797833,0.5538074843060842
G_pariet_inf-Angular L,0.6952463330416063,0.792159121129733,0.7446663530543942,0.5951780413773946,0.7353877456937015,0.7847552056471211,0.7245654666573252
G_pariet_inf-Angular R,0.7070731913723143,0.7739147603737675,0.7996099805397026,0.6836304647035275,0.7165744994932488,0.6883766549947629,0.7281965919128873
G_pariet_inf-Supramar L,0.6332685688516202,0.842306793823125,0.8243873120786429,0.7709227944688849,0.7908515124223184,0.7388295715291362,0.7667610921956213
G_pariet_inf-Supramar R,0.5897882219200201,0.7171020797746801,0.8358927728269802,0.6864075303420358,0.6430394310607832,0.5618272962620254,0.6723428886977542
G_parietal_sup L,0.7012965673344511,0.7151731838787292,0.7260030754578033,0.7161007605275557,0.785897195987318,0.8062271524759868,0.7417829892769742
