Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9902866051699378,0.986818021075566,0.9768845908299861,0.9757280892038881,0.013014993360467944,0.015839962265255074,0.01697432182376921,0.01121605411379758
DELTA,0.9345915110088528,0.9227807127716136,0.904802186507965,0.887992709406799,0.09549823553589258,0.10850025451801575,0.112095270520925,0.11927196952818597
THETA,0.7134996822653905,0.6360253441177843,0.4999812075366477,0.16794441977292912,0.2568137651942573,0.27964878617190375,0.2969205267992436,0.3500783179729312
ALPHA,0.8812390024495055,0.831114344342983,0.6054720209209083,0.5608516350274377,0.1434728135979706,0.1669165743778577,0.2118150712691804,0.26671410767586756
BETA,0.9170515317099819,0.8978493167469579,0.8028230834836723,0.7933685128623383,0.11805592213001222,0.12091173340665987,0.126742962952234,0.13302651341078145
GAMMA,0.9336748625609385,0.9120857645947138,0.8698526166617925,0.8699089817736306,0.09403424795323191,0.11112341914094583,0.12255935268264208,0.08086109018498978
HIGH GAMMA,0.9571561961415869,0.9320133458866079,0.9219755689297376,0.9262612889026836,0.06697711343066312,0.08574220617541163,0.09738246412044772,0.03251012885964926
