Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9858615731357498,0.9643730362463317,0.9590634570431005,0.9471011919528887,0.016901153706690073,0.019863651096768367,0.012332563316324143,0.01794538633624484
DELTA,0.9328301748700345,0.895505330004639,0.8924657637433904,0.844344956870053,0.09697236927771408,0.08489453068254739,0.08675602611605868,0.10864967759589148
THETA,0.9417922579968193,0.8850029249582019,0.8748643024510041,0.7940274764604422,0.08060533590265277,0.0917733453607794,0.0518572152285899,0.10118863677806866
ALPHA,0.946861495431143,0.8914011019797183,0.8469882822719994,0.7855750200857913,0.07410090217654654,0.0832043995455331,0.055578469213861816,0.11105609847705775
BETA,0.9575367190299916,0.9057289467703223,0.8811348905779159,0.8401097092321846,0.057253862400545426,0.06950263842655502,0.04682162980818612,0.07462718942153447
GAMMA,0.9676243691763011,0.9120763372725077,0.901917121238201,0.8736032544360918,0.042766461218554604,0.04224496209096106,0.03405466595570149,0.04985950459167256
HIGH GAMMA,0.9657564402937764,0.8991486574059495,0.8991551976002856,0.8684827290439618,0.04119238386324759,0.04297120867602961,0.028410156588573786,0.04327495422790436
