Subjects,Twin_MZ_1A,Twin_MZ_1B,Twin_MZ_2A,Twin_MZ_2B,Twin_MZ_3A,Twin_MZ_3B,Twin_MZ_4A,Twin_MZ_4B,Twin_MZ_5A,Twin_MZ_5B,Twin_MZ_6A,Twin_MZ_6B,Twin_MZ_7A,Twin_MZ_7B,Twin_MZ_8A,Twin_MZ_8B,Twin_MZ_9A,Twin_MZ_9B,Twin_MZ_10A,Twin_MZ_10B,Twin_MZ_11A,Twin_MZ_11B,Twin_MZ_12A,Twin_MZ_12B,Twin_MZ_13A,Twin_MZ_13B,Twin_MZ_14A,Twin_MZ_14B,Twin_MZ_15A,Twin_MZ_15B,Twin_MZ_16A,Twin_MZ_16B,Twin_MZ_17A,Twin_MZ_17B,Twin_MZ_18A,Twin_MZ_18B,Twin_MZ_19A,Twin_MZ_19B
Twin_MZ_1A,0.992472581318794,0.9672074163084774,0.9315407881553646,0.9048970389324621,0.9572234412475732,0.9653548913786758,0.9586308181948489,0.9608849020418064,0.9459886238353332,0.9507355046288253,0.9589917809439209,0.9570696216039745,0.9384434722126831,0.9516358591656543,0.9630504625001314,0.963630171227341,0.9597604828598526,0.9596322402608277,0.9601915269050245,0.9595713622700554,0.9555064976750529,0.9432361652028282,0.9596898425373006,0.9527899128288888,0.9172345241360684,0.9558073142031527,0.9430539624210506,0.9411335298966057,0.953611075662224,0.9485573113874399,0.9398297663082231,0.9452255595116438,0.9595288422370567,0.9535988650351278,0.960117661468199,0.9573988333352073,0.9537756168975595,0.9562715283922989
Twin_MZ_1B,0.9711319231241786,0.9872664790090765,0.9355698315675751,0.8977888411357784,0.9539943794767112,0.9598844784965093,0.9649641248151679,0.9629500279352685,0.9533019017471356,0.9505248666720749,0.960673537321088,0.9608565059501806,0.9457060523465719,0.9482952358663314,0.9709596496534934,0.9665192680837495,0.9558961833404552,0.9600249891439637,0.9643632334788171,0.9646484099659315,0.9587255958388325,0.9459819777678948,0.9574847827507802,0.9591033243115454,0.9248313093786189,0.9566064185956324,0.9472442608654645,0.9435867894202301,0.9562982187026858,0.9550461517214676,0.9374939005179375,0.9496574127190633,0.9617667173648268,0.9600159889218183,0.9590004690250333,0.9578806442642374,0.9534056108815998,0.9616510174663379
Twin_MZ_2A,0.9463758258727468,0.9470218535968198,0.9432921902365604,0.8977796226109287,0.9571094240191161,0.9634831313264021,0.9573640332166728,0.9506404018571524,0.9431210460878061,0.9418836937963808,0.9481081897204879,0.9396249769744334,0.9507851861238713,0.9546538991530558,0.9545453329967892,0.9530601839763893,0.957695464740968,0.9522251353549414,0.9597448626281155,0.9645157917364007,0.954478899417176,0.9546634389093882,0.9460438880700691,0.9526460538884204,0.9027148385624391,0.9408601097804534,0.947405991899227,0.948809411259026,0.9496005570667962,0.9509483297672339,0.9446451053448834,0.9525214555869392,0.9565974238897988,0.9480261104654344,0.9609232723736456,0.9492962751565317,0.9449559108173609,0.9460010616471975
Twin_MZ_2B,0.9434038431420795,0.9444908397288538,0.9335839343142027,0.9242214504049557,0.959382990915115,0.9627401214948357,0.9586785755412246,0.9607674903269989,0.940652890189264,0.9476442491204091,0.9492914690589748,0.9407420642179867,0.9488077597328803,0.9549901501853938,0.9561893788715593,0.9574668808235575,0.9594150279927105,0.9568584897716885,0.9622599417015368,0.9667423042812395,0.9528869366912271,0.9518118915508591,0.9529550451626159,0.9565682737602941,0.9029631797018627,0.9515888168405602,0.9417395596211868,0.949146841383361,0.9512256076851693,0.9509177388165637,0.943991943477916,0.9474334409072992,0.9512164007109092,0.9511283180642928,0.9541277768074177,0.953860145936014,0.9483589258772458,0.9474870462898735
Twin_MZ_3A,0.959287379546631,0.9530918770266582,0.9228770604572479,0.8995144982792265,0.9905176504979689,0.973327620524548,0.9577141219517178,0.963263377105678,0.942502380558423,0.9537058527905171,0.9527507545170246,0.9477967582054941,0.9494248447358233,0.9531498495383662,0.9628365059300621,0.9618766994486739,0.9622669234023149,0.9606193846068585,0.9604473583197903,0.9662722396815574,0.9597324697309411,0.9501763984870737,0.9494105899494867,0.9563651487853686,0.9030282539854088,0.9541548245767353,0.9499019234102908,0.9442471088426083,0.9549480881074492,0.9519195177395865,0.9444570152511161,0.9534092176932432,0.9583393125697346,0.9548886276218733,0.9606475223860539,0.9558762725578429,0.9543261943047923,0.9549429730142126
Twin_MZ_3B,0.9195831639158765,0.9248166488159768,0.9187863649292426,0.928477732165347,0.9271089729168868,0.944259274538655,0.9290427002136341,0.9301137936832811,0.921977485256195,0.9241942316187444,0.9195636481719109,0.9143252450507399,0.9198981649586585,0.928250178191828,0.9352107021707723,0.9203984933359645,0.9278877631489086,0.9251026968371517,0.9281645105704361,0.9251932964962815,0.9233110372782289,0.9200243158506769,0.9332565584826149,0.9394090933308701,0.9415972855002346,0.9238497480775857,0.9208383746715939,0.9038151023818015,0.9225657203583209,0.9341244022240826,0.9212887909487955,0.9266298741113954,0.9281572155165232,0.9335528797570456,0.9314962147451953,0.9187773178485301,0.9170541909860725,0.9181674615761433
Twin_MZ_4A,0.957078412877181,0.9626150927637317,0.9416579779029237,0.9145623247738679,0.9601373790561128,0.963312659971955,0.9940718448867665,0.9741636803872474,0.9615101068209188,0.9651517367816793,0.9651597201633632,0.957640420555329,0.96230270447648,0.9672330213869911,0.9672030566603563,0.9670021320026967,0.9728582485723065,0.9713291983734849,0.9722575643445841,0.9758941963996753,0.9678930311334649,0.9616313319926966,0.9623973490058813,0.9701228612630185,0.9325320800225212,0.9605730347218815,0.9537224015620502,0.9588811847187704,0.9580510656156942,0.9569469368022275,0.9571803905280201,0.9624511731441082,0.9663484399731647,0.9606661154317984,0.9613457652838366,0.9648214662047818,0.9676245579688016,0.9670328100560474
Twin_MZ_4B,0.950321022375973,0.9481637156351486,0.9379439947410612,0.9236494297395339,0.9544289150190004,0.9605940824215025,0.9694962229452646,0.9860993605122776,0.9568579468929475,0.9595307692359873,0.9546098177855066,0.9507069812721597,0.9582310656366233,0.9565324804775857,0.964130816503258,0.9622580022201653,0.9687464814902522,0.9647817118031141,0.9617549597649797,0.9660024367900373,0.9630137499776215,0.9582975074225669,0.9560358621346692,0.9640292900097429,0.9259379025744553,0.961361314317922,0.9543670910347477,0.9565079884476501,0.9543188703470062,0.9535758468681259,0.9510822328257336,0.9591135236404251,0.9602835358607005,0.9623292457356187,0.9612961722674251,0.9580747563889902,0.9569367916287872,0.9617949937198634
Twin_MZ_5A,0.926854963045842,0.926987850260808,0.9341648552156737,0.905770497470282,0.9259559590214748,0.9231514892121953,0.944424428244074,0.9463214988937023,0.9684180310788447,0.9410060396590323,0.9296345722272497,0.9383992736423248,0.9253619699759714,0.9328973811604013,0.9504625642406099,0.9427193649563678,0.938789393135697,0.9391583910667278,0.9379896389723669,0.9365439750124347,0.9297736308491911,0.9212237806065997,0.9421921604797403,0.9367960344236826,0.9269093011120715,0.9329636893670927,0.9406008425636976,0.9248628347497276,0.9280743919013024,0.9315029906960501,0.9339055923121723,0.9345874035622346,0.9397334098910788,0.9338575359684564,0.9384945093868658,0.9330900030132463,0.930049399074605,0.9253002863016168
Twin_MZ_5B,0.9478169748486869,0.9435334283255841,0.925919771725808,0.9063065687494113,0.95127053214661,0.9586970834862336,0.9698998780733181,0.9656669544639089,0.9646169700027192,0.9950182032611503,0.9573264813197673,0.9498766935036905,0.9622579438004772,0.9663556390923496,0.9654779282750634,0.96034536545648,0.9643654076308534,0.9633484124355499,0.9622466451287245,0.9666074609211466,0.9644806907421608,0.9602068689759536,0.9615321508845289,0.9639407908156258,0.9175993492010979,0.9580459522967822,0.9568127031389693,0.9600920718790614,0.9504356733589916,0.9444973298939505,0.9612826050276269,0.9650469632134275,0.9669564804266599,0.963597614668303,0.953066111902977,0.9533015250923085,0.9615123998313853,0.9583600682322707
