ROI,DELTA,THETA,ALPHA,BETA,GAMMA,HIGH GAMMA,total_avg
superiorfrontal R,0.7294749506959226,0.823803357159953,0.8578782776076521,0.8471936757890797,0.7638335334799111,0.7439559349112858,0.7943566216073007
superiorparietal L,0.760717135025188,0.8919188493297154,0.8983225365223436,0.901717096926347,0.9175247629766637,0.7385844077582249,0.8514641314230804
superiorparietal R,0.7471070559937751,0.8612083276685316,0.889294842005599,0.8743119653136575,0.9032719634273834,0.7784542445708909,0.8422747331633063
superiortemporal L,0.6928348168329084,0.8916611098480908,0.8836105581897161,0.8807204884850633,0.7354728058597797,0.5658633809241137,0.7750271933566121
superiortemporal R,0.6573761896754965,0.8936501656719491,0.8810074329391139,0.8314440683390045,0.7868177781723021,0.51458567691462,0.760813551952081
supramarginal L,0.7405999934265854,0.9058262170475813,0.8897346622933628,0.9010456791428862,0.8660956635861868,0.6817131173747988,0.8308358888119002
supramarginal R,0.6873287061965468,0.8948966865574213,0.9085699737467978,0.9045193777660644,0.8618981762282802,0.6296727695260003,0.8144809483368518
temporalpole L,0.6469606353654247,0.8461968142356873,0.832070754733962,0.8256307351033043,0.5972815905620272,0.5537999200661236,0.7169900750110881
temporalpole R,0.6158481669061904,0.7843365941896892,0.8163588602100837,0.7270946479062794,0.5850500229953033,0.4325027320940684,0.660198504050269
transversetemporal L,0.6342186728853237,0.8895999580885219,0.8780022363151266,0.8089135242501382,0.6014674039419263,0.4583651298885459,0.7117611542282637
transversetemporal R,0.5955662733967477,0.8606708847394208,0.8581326255353152,0.7494988709288637,0.6472829033792349,0.4926911076841921,0.7006404442772957
