ROI,DELTA,THETA,ALPHA,BETA,GAMMA,HIGH GAMMA,total_avg
postcentral L,0.6536894115659769,0.770838696717117,0.8649772067878825,0.7459070665959371,0.6568958376578378,0.6111703039187791,0.7172464205405884
postcentral R,0.6653559783765457,0.7499880261187393,0.8575705767031774,0.7394945381788887,0.7169383491690662,0.6647768839876761,0.7323540587556822
posteriorcingulate L,0.626137537165965,0.804945449256331,0.8852198362769788,0.7430229031963279,0.5528740262165602,0.6140049630609348,0.7043674525288496
posteriorcingulate R,0.6279380747718839,0.8109341762297787,0.883327108364648,0.7464709658900943,0.507188082378528,0.6482113260899647,0.7040116222874829
precentral L,0.6605884809134079,0.7797272535024495,0.8801996682430515,0.7566821839412764,0.5939122858402592,0.6292557449420392,0.7167276028970807
precentral R,0.6599993553575342,0.7410530025644546,0.85493495968966,0.7413257997842158,0.5946830297439121,0.6240013053162583,0.7026662420760058
precuneus L,0.6289194748294502,0.683367311489299,0.8556928103091408,0.7998502802545481,0.8291989318574849,0.5096018952332428,0.7177717839955277
precuneus R,0.6428487932923865,0.6517432950789535,0.8618776751000856,0.778391751052949,0.827902942838274,0.4924772804257047,0.709206956298059
rostralanteriorcingulate L,0.45678328615608743,0.571460779456471,0.63382676825247,0.5272273887443566,0.6020386582639363,0.4083283476928119,0.5332775380943555
rostralanteriorcingulate R,0.4703361919837436,0.52406731350476,0.6477412140490827,0.5576745067772696,0.581979481031023,0.34135165996526956,0.5205250612185247
rostralmiddlefrontal L,0.5940316879000431,0.7688858325957273,0.7936520191466988,0.6013788290249072,0.34833450644654146,0.49056381795279813,0.5994744488444527
rostralmiddlefrontal R,0.6810398821930428,0.8063860015249356,0.8213196128349851,0.6173828620926409,0.4620601267407262,0.6026126377565272,0.6651335205238096
superiorfrontal L,0.647811643464712,0.7732417173091634,0.8531021237103833,0.6823990830340864,0.3586093182443745,0.6177090834425446,0.6554788282008773
superiorfrontal R,0.6570039440527042,0.7554374345168893,0.8483029398405764,0.6807327387887231,0.3483445743178525,0.6371598096448232,0.6544969068602614
superiorparietal L,0.7135248422450691,0.7051614247110253,0.8165610952662204,0.7334539865653342,0.8152526764713194,0.6946592129117155,0.746435539695114
superiorparietal R,0.7001678975739752,0.6904386902621309,0.8286613316753966,0.7093051690214764,0.8217959742327821,0.6207881009286009,0.7285261939490604
superiortemporal L,0.6013619306788546,0.8352302334401073,0.8818830667572441,0.7810681579011013,0.7086976281125623,0.618264361974108,0.7377508964773295
superiortemporal R,0.606455259928963,0.6805732107465126,0.8883079645694772,0.6892436349221038,0.7374664739087352,0.44375788440506825,0.6743007380801433
supramarginal L,0.6952334384087742,0.8316706674158338,0.8496209040542688,0.7551810986944073,0.7605547461650948,0.6257785589870736,0.7530065689542421
supramarginal R,0.6430651856263139,0.7676185479651072,0.8640501313825546,0.7538659065165052,0.7676672157468126,0.45505373180186454,0.708553453173193
temporalpole L,0.4497375058407571,0.5792878834092947,0.6984826551481881,0.4090900852930395,0.427894045626787,0.4648122706086573,0.5048840743211206
temporalpole R,0.5050200915363802,0.4609485770014051,0.7289520669556735,0.3841637723105116,0.44564934755951124,0.32148629481649266,0.47437002502999576
transversetemporal L,0.551043215165209,0.7806747940347288,0.8484973691667715,0.7501277601126313,0.7156567377132095,0.48197731223401546,0.6879961980710942
transversetemporal R,0.5687951519875363,0.6380100509083826,0.8516774183710192,0.6779358795952746,0.5955641006178363,0.24437359814927642,0.5960593666048876
