Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9923121581632747,0.9867804591025245,0.9787288023133958,0.9760724624546775,0.011203272542147133,0.017978663829090694,0.015793657487638165,0.010882669576633456
DELTA,0.9496632612025006,0.9242433189370349,0.9294045872305745,0.900936367948099,0.08000544734769102,0.11009942163811093,0.07072680405577249,0.0937311033340167
THETA,0.7694620791555061,0.6561553579228596,0.5470227075096024,0.17529956084611342,0.23262320072279585,0.2623309290995259,0.24964658187394848,0.3563346896684239
ALPHA,0.9114735084590013,0.8686068898927729,0.6626049165803903,0.5788033924891944,0.1361107108535227,0.12827168274768563,0.15279564947871424,0.26692864742492123
BETA,0.9386637747465978,0.9147270593367951,0.8095644880311392,0.8087063839557768,0.09204518498036472,0.09887943105496634,0.13733047528616046,0.11875497164792038
GAMMA,0.9456761910657169,0.9140435586627372,0.8822622303694874,0.8718550110036424,0.07747626909324717,0.10914380850304947,0.1168643359497899,0.07493508420432858
HIGH GAMMA,0.9638922098099257,0.9280930656791607,0.9239866659831241,0.9244112061173181,0.054322616073825304,0.08941851061735787,0.09689227816976892,0.037413709175105093
