Subjects,Twin_DZ_1A,Twin_DZ_1B,Twin_DZ_2A,Twin_DZ_2B,Twin_DZ_3A,Twin_DZ_3B,Twin_DZ_4A,Twin_DZ_4B,Twin_DZ_5A,Twin_DZ_5B,Twin_DZ_6A,Twin_DZ_6B,Twin_DZ_7A,Twin_DZ_7B,Twin_DZ_8A,Twin_DZ_8B,Twin_DZ_9A,Twin_DZ_9B,Twin_DZ_10A,Twin_DZ_10B,Twin_DZ_11A,Twin_DZ_11B,Twin_DZ_12A,Twin_DZ_12B,Twin_DZ_13A,Twin_DZ_13B
Twin_DZ_1A,0.9956284827955924,0.9865437770331242,0.985284241385469,0.9598749088421656,0.9812867082705564,0.9821472302321833,0.9790852179224073,0.980606148006286,0.9778986012680997,0.979025265659139,0.979816836120617,0.9590872737596905,0.9714036865638556,0.9773630252769445,0.9765366274162847,0.9867267761945128,0.9762168407922238,0.9864586709029506,0.9866065746018541,0.9553129281026125,0.981110039398555,0.9768066883917661,0.9614648406892325,0.9773947536480185,0.9681670469221795,0.9718543993966695
Twin_DZ_1B,0.9869389092532053,0.9970687549993691,0.9892841746390985,0.9608863519637362,0.9821793813653439,0.9805842941686714,0.9826641290651996,0.9817826318031786,0.9855539978304755,0.9823318577285183,0.9888559319438739,0.9704465181172429,0.9766051894760308,0.9812823087286616,0.9688680325320644,0.9853693000280628,0.9715593434479832,0.9858420307111461,0.9855493675976572,0.9595015402662951,0.9823646799012191,0.9723610044921462,0.9629807101464853,0.9825425131056477,0.9648585397272826,0.9718490634141776
Twin_DZ_2A,0.9854995961262056,0.9904717976064442,0.9964928308550834,0.9756719446730481,0.9825354786315919,0.9858370239597256,0.9866154380052197,0.9841357924448009,0.9857369205708648,0.9789096850048715,0.9835690140256066,0.9629382394600544,0.9747133930734808,0.9785445861461539,0.9815929420737513,0.9886776352060154,0.9830618623487007,0.9898132630311514,0.9895940172316705,0.9596395406476765,0.9888446884279702,0.9807728536613436,0.9671106699345277,0.9818745257620847,0.9694465423053187,0.977036620465022
Twin_DZ_2B,0.9621542342944357,0.9671014851729962,0.9731749641750305,0.9965102289297905,0.9738513782067131,0.9694469097866331,0.9797841229399796,0.9741743155177595,0.9638716846209213,0.9560383359293461,0.9538079858731136,0.9605396691982425,0.9740147202212741,0.9677243250955256,0.9705662903197227,0.9710966824607001,0.980736981176792,0.9669605273609114,0.9660922514226102,0.9119931872479748,0.9711928580548697,0.9773759224794734,0.9751470549826026,0.9687074973785943,0.9595344558072595,0.9653012993250703
Twin_DZ_3A,0.9820182279257604,0.985122855176268,0.9858647281567787,0.9705027251529824,0.9955055051760263,0.9814684455351239,0.9860641313590146,0.9914735651571615,0.9803060062006275,0.9858486324312548,0.9838464094077096,0.9814050790251134,0.9878837021760076,0.9887947810501971,0.9695157464643256,0.9844630116738906,0.9756603404025881,0.9780648074213646,0.9780801613265462,0.9331578878245657,0.978226982513275,0.977381899729349,0.9866836094252072,0.9901083525433501,0.9713387226889508,0.9741300057133362
Twin_DZ_3B,0.9843947621813214,0.9848982361817917,0.9878783081631541,0.9700421838213844,0.9845365130253809,0.9975666051038545,0.9812734166358539,0.9829461911880766,0.9798026412020749,0.9814766687392689,0.9810149418541331,0.9557360746664205,0.9688835754658593,0.9730599351153167,0.9800530083635817,0.987166550521712,0.9839873130795134,0.9875097019810483,0.988864845132504,0.962942337038459,0.9853021728317699,0.9789417956437259,0.9682149269420757,0.9771998050886701,0.9649896299049032,0.9702228071015802
Twin_DZ_4A,0.9808779098747455,0.9829172963295024,0.9859463015006407,0.9803681691606301,0.9880461651190428,0.97964139535047,0.9949173217125111,0.9914464764870676,0.9771062629203364,0.9752051707843103,0.9753890065788117,0.976706645854799,0.9842290669593747,0.984877893052619,0.9734030324416023,0.9818838252873394,0.9811186854127701,0.9762573775755559,0.9764377272389335,0.9255239286334276,0.9828555844291504,0.983232619277739,0.984580546146179,0.9886254352518662,0.9724644140694862,0.9758712576448942
Twin_DZ_4B,0.9797392546539075,0.9814695667504866,0.9817294456744501,0.9685577140164252,0.988774382878125,0.9775751241270358,0.9858533089551819,0.996174820692399,0.9795619278541634,0.9813843981499606,0.9809696030456543,0.9785111735453531,0.9812496750067053,0.9862780866863543,0.971747718512453,0.9799523197113265,0.9750341804910609,0.9747279272350412,0.9723264393522035,0.9252636088760149,0.9770236963388608,0.9776230550731593,0.9844572569314853,0.9883723344888982,0.9662418580503651,0.9670970690816042
Twin_DZ_5A,0.981584420705083,0.9878594340985469,0.9878825125600479,0.9613315043581181,0.9807380209653375,0.9807259711691108,0.9782674398143034,0.9839060382443504,0.9966874259891041,0.9832826905027132,0.9865933336384296,0.9608439333239707,0.9701021783455391,0.9754053960463508,0.9702805069388993,0.9809736076177958,0.9686487694058112,0.9822092599587916,0.9828560186699438,0.9564118289730519,0.9803234673390151,0.9694604625451,0.9597554450291768,0.9814584960492821,0.9565963538798814,0.9686895434291426
Twin_DZ_5B,0.9079530894068089,0.9069938956421599,0.9073560535849621,0.8790836171525138,0.9198770059819439,0.9118481725789538,0.9122446472398322,0.913629301507547,0.9069975120916752,0.9347805185772944,0.9140296908355938,0.8996193785036998,0.9035259447087751,0.9010353243734213,0.884837468829804,0.9042425664283102,0.9014525555273284,0.906764242459302,0.9046040900022805,0.8727627215924458,0.9012787108447129,0.8970211435424711,0.9044084808233507,0.909836172123925,0.9184934215516922,0.9259712573275409
