Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9806856038577095,0.900566215835728,0.8618105489771164,0.8284024679586273,0.025417395599915203,0.028850445342807774,0.03872837748731581,0.04968818816083697
DELTA,0.9816893911754089,0.8587577376895376,0.8461856963718808,0.8223147090110687,0.017517848475449224,0.030493655339393237,0.021216499387996635,0.03974196341770975
THETA,0.9600615220966118,0.7547953576033768,0.7173727169242915,0.6214507863044593,0.05290227281917419,0.05207283077080826,0.05802335362070184,0.0983793254323475
ALPHA,0.9571421928044866,0.7489523589426225,0.6086061507202329,0.5668392145745057,0.030371175498677412,0.06735027494037565,0.08107872238018084,0.1317760489955819
BETA,0.960649600457794,0.7600310139623792,0.6911499494510367,0.6449368184614895,0.03923673532177063,0.0719737162030497,0.05879871570136282,0.0904011239638012
GAMMA,0.9797900127814496,0.7959707949726991,0.7717663436322041,0.7542008036778919,0.020444725396609773,0.04943653970058136,0.02948221975676307,0.048780616555010765
HIGH GAMMA,0.968077449132397,0.7523936294253631,0.7484794823251357,0.7184430959003709,0.029067449702639074,0.04664537771632378,0.033598819710858534,0.051528812332755886
