,0,1,2
Twin_MZ_1A,0.0286895269888821,0.0316629475578792,0.0339550249210225
Twin_MZ_2A,0.0499199287048317,0.0481141878159844,0.0544393187086305
NotTwin1,0.0678603731768958,0.0663797677980966,0.056925945961086
Twin_DZ_1A,0.0255885238737913,0.0298820391846781,0.0325326554691467
Twin_DZ_2A,0.0568731943571399,0.0523120925298721,0.062953455856886
Twin_DZ_3A,0.0278010947422589,0.0357814783135717,0.0413482414083802
Twin_DZ_3B,0.0467737244912601,0.047306048053501,0.0483148898172704
Twin_DZ_4A,0.0400329217238129,0.0457240202731596,0.0473902394905575
Twin_MZ_3A,0.0549371837392415,0.0507814934474082,0.0495314282846629
NotTwin2,0.0234161220188959,0.02901871121781,0.0314218598802737
Twin_MZ_4A,0.0397487951096892,0.0398493268385546,0.0398529973781651
NotTwin3,0.0695050256135762,0.0569279656716505,0.0387282993333943
Twin_DZ_2B,0.0458676153241431,0.0457964259502793,0.045080855046486
Twin_MZ_5A,0.0473700570732001,0.0462934467842986,0.0500367783751617
Twin_MZ_6A,0.0058034203388694,0.0059548786799233,0.006015780580753
NotTwin4,0.0376563644819813,0.0405911435629844,0.0436656428927547
NotTwin5,0.0424224620995618,0.0404668948900691,0.0423247042930461
NotTwin6,0.047566837164964,0.048047384212828,0.0492907002623956
Twin_DZ_5A,0.0451813935507769,0.0446533087449816,0.0440883137551848
Twin_MZ_7A,0.0398254240625439,0.0388730751141056,0.043532379419702
Twin_DZ_6A,0.0314949308719099,0.0347412937639314,0.0367868715514998
Twin_MZ_8A,0.0439063454347512,0.0433382850996788,0.0436680859922906
Twin_MZ_3B,0.0432123181291949,0.0425064954878877,0.0443444334398118
NotTwin7,0.0303501015611839,0.0395502392769162,0.0384905136922605
Twin_MZ_9A,0.0787285515197076,0.0818218852523587,0.0684869051843992
Twin_MZ_10A,0.0374389824360604,0.0393549303079138,0.0469902391418569
Twin_DZ_7A,0.0324027400944054,0.0329167055324452,0.0371838724235096
NotTwin9,0.0459576524173695,0.0478670700058478,0.0426836514196296
NotTwin10,0.0859386873104935,0.086018086040924,0.0763261980961496
NotTwin11,0.0344844269280915,0.0381039948692814,0.0411185732840794
Twin_MZ_11A,0.0599007807316594,0.0517505202758071,0.0460172242377506
Twin_MZ_12A,0.0747035688883285,0.0585776425835246,0.0546679305543141
NotTwin12,0.0647055327037923,0.0650809133172863,0.0660147029482903
NotTwin13,0.0568730253462684,0.0534928174631528,0.0528277623950615
Twin_MZ_13A,0.0316871342005307,0.0339008785847953,0.038452992220785
Twin_DZ_8A,0.0403992533453665,0.0407233155549815,0.0427865783970893
Twin_MZ_11B,0.0389781997151619,0.0405940024915465,0.0432278758168517
Twin_DZ_9A,0.0588642512506073,0.0674003933104298,0.0649102661139548
Twin_MZ_14A,0.0460815436507412,0.0449029249918522,0.0472326663079038
Twin_MZ_15A,0.0392326724878621,0.0369702041622017,0.0367335850200326
Twin_MZ_14B,0.064045619471665,0.0539930089194694,0.0579217378636516
NotTwin14,0.0399494245067568,0.0494978135542101,0.0507416203091683
Twin_DZ_10A,0.0487678219158896,0.0415051881297038,0.0459063470754607
Twin_MZ_10B,0.0521144159183936,0.0601490079486924,0.0559149832068229
Twin_MZ_8B,0.0279118342212635,0.0320584990134966,0.0379049142545378
NotTwin15,0.0380892386154982,0.0426872568370042,0.0396685906153583
Twin_DZ_4B,0.0418725653784697,0.0500254338530139,0.0437698426122373
Twin_MZ_16A,0.0400942392582515,0.0351440513486237,0.0392997028331867
Twin_DZ_11A,0.0455122811355968,0.0469985889388084,0.0504618357567388
Twin_MZ_17A,0.0508990779527271,0.0462638345946493,0.0472806752803879
Twin_MZ_1B,0.0314454066902428,0.0358668563298527,0.0377150068732926
Twin_MZ_4B,0.0287424528246536,0.0334954103582842,0.0338379586666655
Twin_DZ_6B,0.0436234530722517,0.0549886120966112,0.050264061426903
Twin_MZ_18A,0.0312941379768003,0.0321616925092401,0.0351517950831292
Twin_DZ_10B,0.0498115953220102,0.045273478942288,0.0465415144378932
NotTwin16,0.0486559640142448,0.0496188458919833,0.0499107031013903
Twin_MZ_16B,0.0380193551524041,0.039966518693787,0.0446553639503498
Twin_DZ_12A,0.0259034259005211,0.0334756435627794,0.034778171139224
NotTwin17,0.0597316369799497,0.0616663619903692,0.0702334451372551
Twin_DZ_7B,0.0369961229471251,0.0382859461440259,0.0378757459414241
Twin_MZ_6B,0.0258757150205143,0.0298475082770302,0.0330899041219853
NotTwin18,0.0248380807769725,0.028700716556301,0.0323662951276385
NotTwin19,0.0304099403783113,0.0292461764769345,0.0344876771690749
Twin_DZ_8B,0.0557346445875923,0.063110676249457,0.0661792507894116
Twin_MZ_7B,0.045286590883825,0.0505006746795157,0.0519302804058597
Twin_MZ_15B,0.0448488106114607,0.0423107767276993,0.0444944766317122
NotTwin20,0.0273948669404263,0.0356482314104101,0.0519545802801393
Twin_MZ_12B,0.0655736384269276,0.0736033772929115,0.0614459126301194
Twin_MZ_18B,0.0277597462569393,0.0316114138237842,0.034563077328612
NotTwin21,0.0188893576080382,0.0359303794042447,0.0385590684218813
NotTwin22,0.0394038887782847,0.0388839213287074,0.0395516257474237
Twin_MZ_19A,0.0399220474970067,0.0393283248693866,0.0392730535430401
NotTwin23,0.0394976223824948,0.0422263326053392,0.044433899067279
Twin_MZ_2B,0.0490963199986513,0.0561055282173272,0.0553047958792329
NotTwin8,0.0258588740966978,0.0318846720334551,0.0328478010288312
NotTwin24,0.0307979073328375,0.0329989381431895,0.0336539520482448
Twin_DZ_1B,0.0415734743740873,0.0422914993309323,0.0412492484132022
Twin_DZ_13A,0.0538295912748923,0.0664624042289977,0.0625441821869115
Twin_DZ_12B,0.0503211919637242,0.0534149076747322,0.0511280390497309
Twin_MZ_5B,0.0391520931488567,0.0449049128698211,0.0504390335079302
Twin_DZ_13B,0.0646184118673592,0.0613389559278934,0.0625043877620348
Twin_DZ_9B,0.0361961101755403,0.0503572242941584,0.0536580836133536
Twin_MZ_13B,0.0515930703173776,0.0517613306674709,0.0521293541965276
Twin_MZ_17B,0.0368882468175008,0.0360067632930094,0.0396683281629544
Twin_DZ_11B,0.0352416796222414,0.0439851344551074,0.0473054918611767
Twin_DZ_5B,0.0401354673742851,0.0411626966445361,0.0409414531905847
Twin_MZ_9B,0.0613107306116264,0.0450867057220471,0.0465834750445247
NotTwin25,0.0288817799880144,0.0421277916621545,0.0391539547625469
Twin_MZ_19B,0.0484788656158914,0.0491968467321292,0.0486425748513067
