,Acc Autocorr,Acc Crosscorr MZ,Acc Crosscorr DZ
0,0.6,0.47058823529411764,0.20833333333333334
1,0.6125,0.47058823529411764,0.20833333333333334
2,0.6125,0.5294117647058824,0.20833333333333334
3,0.65,0.47058823529411764,0.20833333333333334
4,0.6375,0.47058823529411764,0.20833333333333334
5,0.6375,0.47058823529411764,0.20833333333333334
6,0.65,0.4117647058823529,0.25
7,0.625,0.47058823529411764,0.20833333333333334
8,0.6125,0.47058823529411764,0.20833333333333334
9,0.5875,0.5294117647058824,0.20833333333333334
10,0.6,0.4411764705882353,0.20833333333333334
11,0.6125,0.4411764705882353,0.16666666666666666
12,0.65,0.5,0.16666666666666666
13,0.625,0.4411764705882353,0.20833333333333334
14,0.625,0.4411764705882353,0.16666666666666666
15,0.625,0.47058823529411764,0.20833333333333334
16,0.65,0.5,0.20833333333333334
17,0.625,0.5294117647058824,0.16666666666666666
18,0.625,0.47058823529411764,0.125
19,0.6,0.47058823529411764,0.25
20,0.625,0.4117647058823529,0.20833333333333334
21,0.6375,0.5,0.20833333333333334
22,0.6125,0.4411764705882353,0.20833333333333334
23,0.6375,0.5,0.20833333333333334
24,0.6,0.47058823529411764,0.20833333333333334
25,0.625,0.5,0.20833333333333334
26,0.625,0.4411764705882353,0.20833333333333334
27,0.625,0.5,0.16666666666666666
28,0.6625,0.4411764705882353,0.20833333333333334
29,0.625,0.5,0.20833333333333334
30,0.6125,0.4117647058823529,0.20833333333333334
31,0.6125,0.5,0.20833333333333334
32,0.6,0.5,0.20833333333333334
33,0.625,0.4411764705882353,0.20833333333333334
34,0.625,0.47058823529411764,0.20833333333333334
35,0.6375,0.47058823529411764,0.20833333333333334
36,0.5875,0.5,0.20833333333333334
37,0.6625,0.5,0.08333333333333333
38,0.6125,0.47058823529411764,0.20833333333333334
39,0.6,0.47058823529411764,0.20833333333333334
40,0.6125,0.5,0.16666666666666666
41,0.6,0.5,0.20833333333333334
42,0.6375,0.47058823529411764,0.20833333333333334
43,0.625,0.47058823529411764,0.20833333333333334
44,0.65,0.5,0.25
45,0.625,0.47058823529411764,0.20833333333333334
46,0.625,0.47058823529411764,0.16666666666666666
47,0.6,0.4411764705882353,0.16666666666666666
48,0.6,0.5,0.20833333333333334
49,0.5875,0.47058823529411764,0.20833333333333334
50,0.6125,0.47058823529411764,0.20833333333333334
51,0.65,0.5,0.20833333333333334
52,0.65,0.5294117647058824,0.20833333333333334
53,0.65,0.47058823529411764,0.20833333333333334
54,0.6625,0.5294117647058824,0.125
55,0.6375,0.5588235294117647,0.16666666666666666
56,0.625,0.5294117647058824,0.20833333333333334
57,0.6375,0.5,0.20833333333333334
58,0.625,0.5294117647058824,0.16666666666666666
59,0.6375,0.5,0.20833333333333334
60,0.65,0.5,0.20833333333333334
61,0.625,0.47058823529411764,0.20833333333333334
62,0.625,0.4411764705882353,0.20833333333333334
63,0.6625,0.5294117647058824,0.20833333333333334
64,0.6375,0.5,0.20833333333333334
65,0.6125,0.5,0.20833333333333334
66,0.65,0.4411764705882353,0.20833333333333334
67,0.625,0.4411764705882353,0.20833333333333334
68,0.65,0.5,0.125
69,0.6,0.4411764705882353,0.25
70,0.6125,0.5,0.16666666666666666
71,0.625,0.47058823529411764,0.20833333333333334
72,0.6125,0.5,0.20833333333333334
73,0.65,0.5294117647058824,0.20833333333333334
74,0.6125,0.47058823529411764,0.20833333333333334
75,0.6125,0.47058823529411764,0.20833333333333334
76,0.6375,0.4411764705882353,0.20833333333333334
77,0.6375,0.5,0.20833333333333334
78,0.6,0.47058823529411764,0.20833333333333334
79,0.625,0.5,0.20833333333333334
80,0.6,0.47058823529411764,0.20833333333333334
81,0.625,0.4411764705882353,0.16666666666666666
82,0.625,0.4117647058823529,0.20833333333333334
83,0.6125,0.47058823529411764,0.20833333333333334
84,0.65,0.5294117647058824,0.125
85,0.65,0.47058823529411764,0.20833333333333334
86,0.65,0.47058823529411764,0.20833333333333334
87,0.6375,0.4411764705882353,0.25
88,0.6,0.5294117647058824,0.20833333333333334
89,0.6375,0.5294117647058824,0.16666666666666666
90,0.6375,0.47058823529411764,0.20833333333333334
91,0.6125,0.5,0.20833333333333334
92,0.625,0.47058823529411764,0.20833333333333334
93,0.625,0.5,0.20833333333333334
94,0.6125,0.5,0.20833333333333334
95,0.625,0.47058823529411764,0.20833333333333334
96,0.625,0.5294117647058824,0.20833333333333334
97,0.6375,0.47058823529411764,0.20833333333333334
98,0.625,0.5294117647058824,0.16666666666666666
99,0.675,0.5,0.20833333333333334
100,0.6625,0.5,0.20833333333333334
101,0.6125,0.4411764705882353,0.16666666666666666
102,0.5875,0.5,0.20833333333333334
103,0.625,0.4411764705882353,0.125
104,0.625,0.5,0.16666666666666666
105,0.6,0.4411764705882353,0.16666666666666666
106,0.6125,0.5,0.20833333333333334
107,0.6625,0.5,0.20833333333333334
108,0.625,0.47058823529411764,0.20833333333333334
109,0.5875,0.4411764705882353,0.125
110,0.65,0.5294117647058824,0.20833333333333334
111,0.625,0.4411764705882353,0.20833333333333334
112,0.6625,0.5294117647058824,0.20833333333333334
113,0.5875,0.4411764705882353,0.20833333333333334
114,0.65,0.5,0.16666666666666666
115,0.6375,0.5,0.16666666666666666
116,0.625,0.4411764705882353,0.16666666666666666
117,0.6375,0.5,0.20833333333333334
