ROI,DELTA,THETA,ALPHA,BETA,GAMMA,HIGH GAMMA,total_avg
G_oc-temp_med-Lingual R,0.7873464769237395,0.7598129807004692,0.8369755269841018,0.849134185023294,0.8922313794998452,0.7887494142884006,0.8190416605699751
G_oc-temp_med-Parahip L,0.8220186679273689,0.8509537429223193,0.8682741485070501,0.8320157023390929,0.8702533958371159,0.719593474553073,0.8271848553476701
G_oc-temp_med-Parahip R,0.8216193215794027,0.830975061637748,0.8722164705315576,0.8361664636344726,0.8697961080592542,0.7425619138914995,0.8288892232223225
G_occipital_middle L,0.9253417773564088,0.9546651927137355,0.9549827254922043,0.9584389573557841,0.803762741510649,0.7627803165216923,0.8933286184917457
G_occipital_middle R,0.9446491445827885,0.9609457603628224,0.9621658214643618,0.9496835424184354,0.8270550083965453,0.7709692690718485,0.9025780910494671
G_occipital_sup L,0.9585652732241787,0.9630100919923448,0.9563232233853973,0.977243372701559,0.921063530189788,0.8337189881210998,0.9349874132690613
G_occipital_sup R,0.9648751910451949,0.9693140784648151,0.9584605694340709,0.9709207589544434,0.9281335452124747,0.8152839563981195,0.9344980165848531
G_orbital L,0.8182529400024925,0.8355172390701169,0.8797670356854048,0.8572751942140269,0.844561493539905,0.7727804898281282,0.8346923987233456
G_orbital R,0.8155091656522918,0.8218792258435177,0.8897429458072311,0.8463133861792207,0.8629141683800168,0.7996759180208725,0.8393391349805251
G_pariet_inf-Angular L,0.9675253262738517,0.9791570155855926,0.9613079371392297,0.9674876623747717,0.8968257915613156,0.8051251115260911,0.9295714740768086
G_pariet_inf-Angular R,0.9666315932774387,0.9708997667894983,0.9576864926800939,0.962874159231859,0.8942057207321735,0.7967768920432587,0.9248457707923871
G_pariet_inf-Supramar L,0.9478207725684826,0.9519501126541285,0.9216490073681177,0.9410980298517916,0.9048328694702155,0.8008001662573634,0.9113584930283499
G_pariet_inf-Supramar R,0.9085996488089032,0.9228323699078596,0.8880673611809484,0.8905131707923604,0.8908791631496868,0.8031209550314117,0.8840021114785284
G_parietal_sup L,0.9605744026917802,0.9571024421440403,0.9530500190311084,0.960139278852874,0.8953619706597227,0.80478668592915,0.9218357998847792
G_parietal_sup R,0.9160766619973792,0.9397413512987528,0.9321852555514107,0.9402186809106403,0.9325256930172875,0.8492365678496498,0.9183307017708534
G_postcentral L,0.9313570096152799,0.9289825926807419,0.9214305941763626,0.910198239319196,0.8142009561776806,0.7722808061086412,0.8797416996796503
G_postcentral R,0.8773152824975303,0.9227214025924878,0.8769429141061508,0.8680501953947782,0.7885924539672404,0.764172225451561,0.849632412334958
G_precentral L,0.9149066047501287,0.932186509062001,0.8877511071876499,0.8910365514635783,0.8237004908119381,0.7800525078591377,0.8716056285224055
G_precentral R,0.9286019899958107,0.9448123656233094,0.8937641063366255,0.8901569267903479,0.8202816928467321,0.7762660019576907,0.8756471805917526
G_precuneus L,0.8619524289477523,0.8684924175478195,0.9044658981336088,0.8430162326731454,0.8795126557696742,0.8133404792540228,0.8617966853876705
G_precuneus R,0.839045561240616,0.8760990307127888,0.8745948167930152,0.8435197684664795,0.8967715572505671,0.8273228741959661,0.8595589347765721
G_rectus L,0.7488071350549936,0.8042642777214528,0.8441388947810623,0.8578959392758554,0.8474172291367992,0.7828953409869088,0.8142364694928453
G_rectus R,0.7146970871590882,0.7842865619978456,0.8214566207385154,0.8353968445527301,0.8420217215147361,0.8034045537997766,0.8002105649604486
G_subcallosal L,0.7897255083919714,0.8073523963351761,0.8754386471718766,0.8490207740132208,0.8907430275159982,0.8230344341594394,0.8392191312646138
G_subcallosal R,0.8323400836780387,0.8562651303371327,0.868194314562019,0.8422541948856487,0.8567344237220264,0.8248494541935756,0.8467729335630735
G_temp_sup-G_T_transv L,0.8195526329987282,0.861508598672525,0.8676220526619538,0.8672450174152365,0.8739441616663155,0.730471403495491,0.8367239778183749
G_temp_sup-G_T_transv R,0.8570932926031152,0.884026833804407,0.8885833056146838,0.8504569073882097,0.8620078479675737,0.7594174713899471,0.8502642764613227
G_temp_sup-Lateral L,0.930657362106097,0.9540922544051138,0.9430109653067165,0.8790804288786888,0.7673125083127463,0.7476241868264492,0.8702962843059686
G_temp_sup-Lateral R,0.9496279305654692,0.9526396407373166,0.9281830979644405,0.8423651304270866,0.8115558630152631,0.7650321553123797,0.8749006363369926
G_temp_sup-Plan_polar L,0.8606462954958292,0.8670104734818005,0.8851007956691956,0.8494084120411085,0.8470024357736048,0.6994707395785901,0.8347731920066881
G_temp_sup-Plan_polar R,0.8296069926549287,0.8474964130761614,0.9040908490600097,0.829950182585916,0.8374373221365594,0.7166468702161641,0.8275381049549565
G_temp_sup-Plan_tempo L,0.8576057539684683,0.8657191404655044,0.8592264524076322,0.8662179660379967,0.9021820830359338,0.839706051946483,0.8651095746436698
G_temp_sup-Plan_tempo R,0.8568879889960743,0.8762294027426651,0.8720835297763829,0.8284841490518913,0.890723723485595,0.8369557651194048,0.8602274265286689
G_temporal_inf L,0.9425848483547549,0.9352310098538058,0.9053947324784577,0.9054746059268705,0.8533802809479025,0.7735838434734417,0.8859415535058721
G_temporal_inf R,0.9023589329728159,0.8868573784853945,0.8986489785892061,0.8667124368989023,0.8425807391618907,0.771637305092849,0.8614659618668431
G_temporal_middle L,0.9492069674677527,0.9398724892243497,0.9109490631499026,0.9329105345355393,0.7731076526751585,0.7452231785852956,0.8752116476063332
G_temporal_middle R,0.9537111646740902,0.9586908352803498,0.9443214497755978,0.8679511766591699,0.791279526203904,0.7519026826412556,0.8779761392057278
Lat_Fis-ant-Horizont L,0.831559341556669,0.8676213582994373,0.8717506676246728,0.8876441509849754,0.8513832804952879,0.7464017306378445,0.8427267549331479
Lat_Fis-ant-Horizont R,0.7992782174706522,0.8692028636939665,0.8825002321412901,0.9099818459044331,0.9045323254353754,0.794831140068691,0.8600544374524014
Lat_Fis-ant-Vertical L,0.8680081247089422,0.8772292373868691,0.8623051864709945,0.8845649438196356,0.9025546121855083,0.8352189597785565,0.8716468440584176
Lat_Fis-ant-Vertical R,0.8599398037657191,0.8902260101163498,0.9026090326650161,0.9105154506550371,0.873333399706644,0.8334477420682004,0.8783452398294944
Lat_Fis-post L,0.8280445576737108,0.855992917395557,0.855526036316393,0.8277619199774842,0.8557395249492217,0.7798005888367467,0.8338109241915189
Lat_Fis-post R,0.8707757163515156,0.8815123433125747,0.8562041192535513,0.809671697383958,0.8851722921121585,0.8121668836999788,0.8525838420189561
Pole_occipital L,0.9354129287612789,0.9367198945585302,0.935721271119931,0.9162349428325404,0.8513904838335862,0.7722737448850182,0.8912922109984808
Pole_occipital R,0.908759953038671,0.9314977569709307,0.882104035536511,0.9304843590518906,0.8786951175284712,0.79114735611691,0.887114763040564
Pole_temporal L,0.9097007350075568,0.9406008956410656,0.9221721409682923,0.8767101208735456,0.8780574004720136,0.7788551572361146,0.8843494083664315
Pole_temporal R,0.9237091307242886,0.9251543826201931,0.9270112127708373,0.9247557634177472,0.9155442297956846,0.8384806697382956,0.9091092315111743
S_calcarine L,0.8656159271706778,0.8640052685300499,0.8850166572167162,0.8810272634458507,0.8799673641248706,0.768389152970433,0.8573369389097664
S_calcarine R,0.8616267729400132,0.8724294622561007,0.8806546959252997,0.9008140936951945,0.9186011892972828,0.7850200342611795,0.8698577080625117
S_central L,0.8509706215203211,0.853142581677307,0.8695701558608558,0.8376814527244534,0.8445143737017926,0.7917378545951947,0.8412695066799875
S_central R,0.8807534144518745,0.9031054411856982,0.8419219502921658,0.8037553003443526,0.8395681643520237,0.8033230106435273,0.8454045468782737
S_cingul-Marginalis L,0.8343100392369925,0.8819750521753144,0.8929139776339786,0.8434593855399558,0.874081816284613,0.8819533865710969,0.8681156095736585
S_cingul-Marginalis R,0.8326652187158115,0.8377239427752106,0.9155511238961415,0.8520509000252972,0.8875155423347749,0.8584768548472609,0.8639972637657495
S_circular_insula_ant L,0.8882120862444005,0.9171914675648957,0.9058188872644835,0.9327096251327704,0.9301629620435007,0.7728256288331774,0.8911534428472048
S_circular_insula_ant R,0.9311025041136908,0.9364767537408991,0.9360311809518616,0.9483835704891552,0.9484139870300619,0.8504457256070921,0.9251422869887934
S_circular_insula_inf L,0.8476537395240387,0.8805939609267179,0.8781294697009653,0.9079795853638034,0.8664416424024258,0.7359407653160541,0.8527898605390009
S_circular_insula_inf R,0.8435175941022607,0.9044571784540241,0.9104959335240075,0.8724594353479819,0.8555271955543017,0.7385620926063804,0.8541699049314927
S_circular_insula_sup L,0.7599953224044891,0.8083668915056925,0.8478872678948299,0.8214030816609047,0.8688197369201746,0.7829801745958435,0.8149087458303225
S_circular_insula_sup R,0.7340895133883047,0.7924278714784129,0.8685443240065849,0.8724750124248977,0.870757029464922,0.7207634818329163,0.8098428720993397
S_collat_transv_ant L,0.8995782801760849,0.9111256321049408,0.9288574933161075,0.8756792792401579,0.8876445040246825,0.7739164763834258,0.8794669442075665
S_collat_transv_ant R,0.9028152034470357,0.8981260297632105,0.9166868078365562,0.8876499597188723,0.9281976278631678,0.7930193860257834,0.8877491691091043
S_collat_transv_post L,0.8894995196157981,0.8832493294559871,0.8995243102201588,0.9240634931446422,0.9603103095026533,0.8509371373591719,0.9012640165497353
S_collat_transv_post R,0.8862125299191287,0.8690185187716989,0.9242521033184193,0.9232150305659085,0.9445305793614125,0.8057329243226771,0.8921602810432074
S_front_inf L,0.8468819001325073,0.8745407407115844,0.9055836579640759,0.8688135219624725,0.9242399382387477,0.8587500543284773,0.8798016355563109
S_front_inf R,0.8321193209755604,0.8573743429715743,0.8614537619032042,0.8836764991009706,0.9137056365939266,0.8606509083634606,0.8681634116514494
S_front_middle L,0.8019987685214963,0.8535235969495834,0.8931967574347424,0.8587701847305398,0.8821474797079943,0.8993686344124225,0.8648342369594632
S_front_middle R,0.8269629114422037,0.857904071221411,0.8836759125137659,0.8916479219988336,0.8912615304288097,0.8732965308871096,0.8707914797486889
S_front_sup L,0.8529301701452021,0.8638057332248215,0.8906696834853991,0.8478375972079132,0.8922934505132953,0.8319923679908503,0.8632548337612468
S_front_sup R,0.8570843322209462,0.8775225542264002,0.8492126345808739,0.8799435970279019,0.8910955367581241,0.8427069524401338,0.8662609345423967
S_interm_prim-Jensen L,0.9079653204245755,0.9290902947169002,0.9163256542567326,0.89440957459896,0.9390165346240273,0.9276983387540916,0.9190842862292145
S_interm_prim-Jensen R,0.882933597520486,0.924731918329748,0.902511936528606,0.8765752877380086,0.9551324974930345,0.9137402449720301,0.9092709137636521
S_intrapariet_and_P_trans L,0.8492583855608747,0.8723366016363829,0.8998408347336946,0.8930916954127405,0.9344279933538395,0.8695350061092398,0.8864150861344621
S_intrapariet_and_P_trans R,0.833114624234222,0.8679553570257528,0.873581285434095,0.8629171552674415,0.9149292911019126,0.8604628210357275,0.8688267556831919
S_oc-temp_lat L,0.867385625604411,0.8841880524817699,0.8771466283899017,0.8629243414477541,0.9093939131719331,0.8216341617214343,0.8704454538028673
S_oc-temp_lat R,0.890461866401434,0.8784728248363398,0.8881418392325464,0.895427759141189,0.9041853554556807,0.783600567139665,0.8733817020344757
S_oc-temp_med_and_Lingual L,0.8813951762471692,0.9067980473596693,0.8972093153244888,0.9014174208354907,0.8567274916870635,0.7950722349822037,0.873103281072681
S_oc-temp_med_and_Lingual R,0.8484938483225436,0.8785935176196721,0.9032333681972103,0.8963882060188134,0.8560985055850454,0.7998336640992676,0.863773518307092
S_oc_middle_and_Lunatus L,0.8778233686278374,0.8992651511865113,0.9057575984371562,0.8985793189720367,0.9327306223800733,0.8393306341686362,0.8922477822953753
S_oc_middle_and_Lunatus R,0.9011205049452372,0.925994420314172,0.9114891452404009,0.9023046439499327,0.9339778594324741,0.8453169761771413,0.9033672583432263
S_oc_sup_and_transversal L,0.8714745812208332,0.9097555494891405,0.8954491784053384,0.8967308350363575,0.9282327568421624,0.8662694913631589,0.8946520653928318
S_oc_sup_and_transversal R,0.8151656636645166,0.8957173080013923,0.9116238453776354,0.8983401611023933,0.9149026585312032,0.8297922531959682,0.8775903149788515
S_occipital_ant L,0.8726856836884971,0.9097013795002722,0.9028001666270165,0.8747907036196458,0.9261452151409006,0.8636711859286049,0.8916323890841563
S_occipital_ant R,0.8421586612479106,0.9027045389404298,0.8960268151510073,0.8809969389289423,0.9175614750656124,0.84524085914295,0.8807815480794754
S_orbital-H_Shaped L,0.8274316452730135,0.8257894834880222,0.8829850457099276,0.8543498125441412,0.8921277857309121,0.8395126534183984,0.8536994043607359
S_orbital-H_Shaped R,0.8784448765922386,0.8361784963442417,0.880246410577213,0.8928661905521718,0.914368689589892,0.8524740001435709,0.8757631106332214
S_orbital_lateral L,0.8960275258657193,0.9051608281653178,0.907516827246171,0.9161464579189589,0.899554187332507,0.8943333987387823,0.9031232042112426
S_orbital_lateral R,0.8947863932409892,0.9165928113515251,0.9232949648142756,0.8778223255370371,0.9182633709897317,0.900091260378518,0.905141854385346
S_orbital_med-olfact L,0.8430266308964207,0.8366708077729437,0.840687601568573,0.8706753949193277,0.8890534672872825,0.81658766199077,0.8494502607392196
S_orbital_med-olfact R,0.8704645553727133,0.8787317891590314,0.8494360082585288,0.8761442574829632,0.908627419894189,0.8180113521677604,0.8669025637225309
S_parieto_occipital L,0.8604068329023487,0.901072252347116,0.9095130701102629,0.9022996616024604,0.9267772318658445,0.8089617677014199,0.8848384694215755
S_parieto_occipital R,0.8264634062612514,0.8675039921746274,0.895492521143645,0.8769644265790193,0.9184798118998148,0.8317478634753088,0.8694420035889445
S_pericallosal L,0.778347088198349,0.8999071057556508,0.9004870761065693,0.898801309981049,0.8744856146757598,0.7951708937452774,0.857866514743776
S_pericallosal R,0.7596936671972851,0.9050768168555203,0.9165716359405275,0.9059149677309642,0.8595068231140438,0.799033485423847,0.8576328993770312
S_postcentral L,0.8205584552272429,0.8249025754793288,0.8517435150490865,0.8381824723431803,0.8701300813192784,0.820497148281827,0.837669041283324
S_postcentral R,0.8494186296938937,0.8912317647131007,0.8514614870776663,0.8293108811955876,0.8684120341467094,0.8112307355555779,0.8501775887304227
S_precentral-inf-part L,0.8227012256135935,0.8499983957310965,0.8582925282152072,0.8448525085294528,0.8702323552146922,0.859010092875334,0.8508478510298959
S_precentral-inf-part R,0.8420045674465293,0.8661092145453331,0.8332548901449325,0.876141822942969,0.8851280458850503,0.8481426948557995,0.8584635393034357
S_precentral-sup-part L,0.8040457425534215,0.8246881599737241,0.8861226264780189,0.8457045409291228,0.8834262459745729,0.8728515119564981,0.8528064713108932
S_precentral-sup-part R,0.8086659012077207,0.8662523048245718,0.8556569020680828,0.8468204865053434,0.8642565295702571,0.8671109673149047,0.8514605152484801
S_suborbital L,0.8038887362949794,0.8367383756431934,0.8568200655853582,0.857584722894782,0.8737314686382682,0.8657524516294355,0.8490859701143362
S_suborbital R,0.8550742459250205,0.8843996745100071,0.9218626340484747,0.869319289390288,0.8693805647364791,0.8863252465838309,0.8810602758656834
S_subparietal L,0.9290416076648478,0.9438869599952711,0.929588186785318,0.9023560307802077,0.9377071216175168,0.8599412700556955,0.917086862816476
S_subparietal R,0.9211973744322752,0.9250143493364713,0.924774451667173,0.891813786220872,0.9284124484565076,0.8424528669243623,0.905610879506277
S_temporal_inf L,0.9284364215349192,0.9174306691635941,0.905225997974855,0.9146172032817275,0.8611208202284217,0.7496100879145138,0.8794068666830052
S_temporal_inf R,0.9292388186188549,0.9085791314277057,0.8967587428476154,0.8820882787753418,0.89653771436172,0.788763053367115,0.8836609565663922
S_temporal_sup L,0.8691579740606223,0.8647149533272727,0.8472162129400133,0.8854901790875084,0.8310790105245655,0.75430240356694,0.841993455584487
S_temporal_sup R,0.8983392918310631,0.8902737685444866,0.8666748972474574,0.8353262594465025,0.8246580626564717,0.7572666497846261,0.8454231549184344
S_temporal_transverse L,0.8363219381310925,0.8775035761969645,0.9009726263848469,0.9126864274931935,0.8918247390050688,0.6816300220523516,0.8501565548772528
S_temporal_transverse R,0.8699077783050758,0.8761946722037772,0.8896353004338415,0.8423583669570583,0.8776444235374512,0.7987763970376998,0.859086156412484
