Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9921214428728998,0.9864005028348871,0.9774166794975265,0.9713228239253671,0.011480098588149575,0.01700117859246996,0.01572864654596145,0.016589305971675676
DELTA,0.9485785990798042,0.9226296436324454,0.9248096467403836,0.8725230784314879,0.08100969376858695,0.11165200956036897,0.0671894436427466,0.1144179678269066
THETA,0.7695686349150678,0.6400913093398354,0.5557018355349057,0.1535672470722614,0.22138989890680208,0.2508157366137138,0.22663584155632455,0.35142185210329446
ALPHA,0.9111635243866969,0.8522885750253572,0.6355028611452606,0.5220601496787703,0.12034829740753987,0.12318460735871019,0.14544733351190842,0.278500790657461
BETA,0.9374424754857027,0.9072297065600704,0.7937698335871709,0.7624759730510187,0.0840265443996483,0.0980620825259024,0.14066759426963785,0.1554529381788091
GAMMA,0.9449032428743315,0.9165481475079155,0.8781327053561577,0.8526575750399934,0.0740640796689112,0.0939860961076559,0.10628202371961044,0.10847515689131937
HIGH GAMMA,0.960652145428016,0.9244693158001128,0.9099913212401215,0.8965878143848448,0.05697651346105843,0.07367143079578352,0.100139447998087,0.08518791744685536
