,Autocorr_MZ,Autocorr_DZ,Autocorr_NT,Crosscorr MZ,Crosscorr DZ,Crosscorr NT
0,0.9904143888988647,0.9845969471344085,0.9915365891414818,0.8187730089843996,0.8408027689415065,0.8305287600908068
1,0.9915282476852693,0.9854699673092127,0.968183270057454,0.8172837325573127,0.8203812486372706,0.8270114323888098
2,0.9892299397634621,0.9868696027955641,0.9909826680664483,0.8990513148196595,0.8118690580952764,0.8466163544521801
3,0.9891310855585391,0.9825479979786991,0.9921969178703092,0.8914728845188236,0.8169693033216097,0.8465550045689654
4,0.9872440212501356,0.9794658827906629,0.9902707369200068,0.8681295808796601,0.8676741088008668,0.8661629604007316
5,0.9884809598837556,0.9897157757529048,0.98558058449955,0.8387476611501341,0.866420798273333,0.8235530179604246
6,0.9939796136830302,0.990746216678529,0.9891311934934195,0.868271452800958,0.8627107160802019,0.8859407543034714
7,0.9724747449917159,0.9758365581524304,0.9899715381858447,0.8548736736870062,0.856605267255506,0.8482547282567535
8,0.9905519065968321,0.98897660787906,0.9750663605741143,0.8475454433132309,0.8588358404384855,0.8126648491473376
9,0.9916959183823861,0.9869775698792009,0.9800966435378298,0.8458412715475065,0.8765340461150792,0.8162364627200108
10,0.9863488790983841,0.9903662287535383,0.9732807624959494,0.8799234678639416,0.8301501901867614,0.882877730097223
11,0.9750603032956568,0.9890673582506566,0.9912751460128306,0.882412043083441,0.8312812243861802,0.7581694817753022
12,0.9899997877313014,0.9795584187250554,0.987033239539834,0.9189487418939657,0.836286383005709,0.8496172342267034
13,0.9897303463989919,0.9870117894509891,0.990821183766669,0.9007169912952558,0.8126324981710752,0.8371439522394085
14,0.990010897786395,0.9891694976383332,0.975221315157278,0.8381617686965777,0.8246690866570772,0.8582667924741303
15,0.9879609236190874,0.9848754444681558,0.9770900475712492,0.853595089726797,0.8227656385225932,0.823442659685935
16,0.9878289866179233,0.9889865425661022,0.9530131833877191,0.8702539751014357,0.8557715278784326,0.7606537576036219
17,0.9914686946984215,0.9925725473605008,0.985103607868983,0.8747865540208396,0.8568405580217977,0.841365917703635
18,0.991976764496201,0.9871582999300953,0.9747501593385932,0.8855377785800183,0.8861279283014287,0.8752134258563228
19,0.9877859909556813,0.9839026332424586,0.95208056850896,0.9051042572073331,0.8700406413546156,0.8363624432121697
20,0.9819577007079465,0.9868808446805126,0.9892916879263539,0.8342541496477491,0.857711321323305,0.8152348552013079
21,0.985232592763003,0.9896861360835401,0.9885838289585077,0.8177196646374479,0.8604859533144013,0.8347928220607603
22,0.9873596395273159,0.9859384991067475,0.9923252050467313,0.8348975693623991,0.8401202313092876,0.8654472024283696
23,0.950220093092187,0.9865977475543104,0.9846422352556754,0.8256075916116662,0.8471213132592696,0.8815519018846154
24,0.9910366690764035,0.9942487405625717,0.9809022893609713,0.8462792769540279,0.856768061637803,0.8483569195442264
25,0.992555072378619,0.9772606343571966,,0.8344709045769261,0.8396927497860521,0.8210983378967611
26,0.9558741649657003,,,0.7992541691198779,,0.7835273144913608
27,0.9880472724638044,,,0.8494155045993724,,0.8442455790610366
28,0.9898014574834937,,,0.8725419119051419,,0.8303711004081402
29,0.9796321594251134,,,0.8869819832122022,,0.8349405703755574
30,0.9515703652606773,,,0.8299723458394661,,0.7787062727851651
31,0.9777408289063544,,,0.8723594365456004,,0.8547821211762563
32,0.9860305030711394,,,0.8758616527252736,,0.8479770039237261
33,0.9847325778381397,,,0.8609049825298691,,0.8298744759976514
34,0.9754992882113566,,,0.7958874713184143,,0.7870383342751237
35,0.9725698666123738,,,0.8279348545361727,,0.8324869227031519
36,0.9824709564896795,,,0.8536018246539876,,0.8191639316981416
37,0.9931865619677858,,,0.8697443222724941,,0.8537157252199591
38,,,,,,0.8674585492951679
39,,,,,,0.8360891234661867
40,,,,,,0.850027898734272
41,,,,,,0.8628136041283275
42,,,,,,0.8320283633997776
43,,,,,,0.8434538871541518
44,,,,,,0.8057729742188469
45,,,,,,0.913788093071702
46,,,,,,0.848502520057572
47,,,,,,0.8610193047914464
48,,,,,,0.8475195521001369
49,,,,,,0.8507715581704828
50,,,,,,0.8599784069585079
51,,,,,,0.8227491449159485
52,,,,,,0.8697136925214141
53,,,,,,0.8992495740606844
54,,,,,,0.7836367283950654
55,,,,,,0.8525840878752527
56,,,,,,0.7988704628712711
57,,,,,,0.859993131675046
58,,,,,,0.8538792599262568
59,,,,,,0.8370417918364335
60,,,,,,0.8403433188206015
61,,,,,,0.7999871178278088
62,,,,,,0.7956464191649179
63,,,,,,0.8364632501026767
64,,,,,,0.8580178830882419
65,,,,,,0.8233516267105186
66,,,,,,0.746030193308242
67,,,,,,0.8158097310590675
68,,,,,,0.8513107786774394
69,,,,,,0.8224048848180601
70,,,,,,0.8282209856676872
71,,,,,,0.8475394096641875
72,,,,,,0.87687628186467
73,,,,,,0.863157786357043
74,,,,,,0.843307917373001
75,,,,,,0.8956866688814459
76,,,,,,0.8723787419947917
77,,,,,,0.8268673972460601
78,,,,,,0.8151090275425291
79,,,,,,0.8688193450447121
80,,,,,,0.8859170558890314
