Subjects,Twin_DZ_1A,Twin_DZ_1B,Twin_DZ_2A,Twin_DZ_2B,Twin_DZ_3A,Twin_DZ_3B,Twin_DZ_4A,Twin_DZ_4B,Twin_DZ_5A,Twin_DZ_5B,Twin_DZ_6A,Twin_DZ_6B,Twin_DZ_7A,Twin_DZ_7B,Twin_DZ_8A,Twin_DZ_8B,Twin_DZ_9A,Twin_DZ_9B,Twin_DZ_10A,Twin_DZ_10B,Twin_DZ_11A,Twin_DZ_11B,Twin_DZ_12A,Twin_DZ_12B,Twin_DZ_13A,Twin_DZ_13B
Twin_DZ_1A,0.969248187131061,0.8598494188624185,0.8836533652264312,0.8240480946947176,0.8807074494715387,0.8831474224820914,0.8731002328368587,0.8061655237327607,0.8654937055102662,0.7608984568117585,0.7972521845353935,0.7050279725402712,0.7463169861635804,0.7330233890923952,0.8655742964292998,0.8645220761731982,0.8819142968307444,0.8922678747504282,0.883894503267082,0.6683472898208302,0.8685440893345008,0.8632395508067828,0.8314144772066211,0.8370186071831063,0.905937736395126,0.8856372509288624
Twin_DZ_1B,0.8560311802555515,0.9876541825266907,0.8889977934571692,0.7925984284670253,0.8940359363311449,0.8592434525886944,0.8625570378671565,0.9027062604580032,0.8833730689517687,0.8370848291201665,0.8703207280056565,0.79065414846703,0.8088320270735085,0.8438812406215627,0.8401688020305782,0.8540230318240738,0.8307280375413265,0.8873977173725488,0.8942833876036014,0.7160485101556514,0.8681906548937847,0.8415777320702073,0.8267244572822832,0.8915960842383923,0.858049717869774,0.8796280361682374
Twin_DZ_2A,0.870676754906504,0.8938617349876463,0.9865658589773079,0.8652007737821075,0.8880523599368572,0.9007147604879956,0.889340853704965,0.8629879552459534,0.8832464312604251,0.8021155265140355,0.8345414617947633,0.7365133761740286,0.7871937411365739,0.786640318871359,0.8869912899217951,0.8853153598095107,0.90457417283652,0.9049170861820235,0.9150471480607987,0.7009583487833876,0.9053920433982408,0.8828561110459359,0.8558182978018183,0.8748358821722538,0.9051544460054749,0.9171954103978055
Twin_DZ_2B,0.807158375608475,0.8353214636387339,0.8501689908842204,0.99135181551261,0.8682645337745387,0.8672725645722847,0.8915442841690009,0.8337024713701339,0.7967742093239111,0.7547041861431838,0.760764269087384,0.7354048171354474,0.7672170429987513,0.7676473738920413,0.9090893312829817,0.8686246279105547,0.8964141563232704,0.8315975593008134,0.8578065858049597,0.6117337026638938,0.8938384493711848,0.8930040479417221,0.8669984922325211,0.8172225060138624,0.863348586683561,0.8505682736223219
Twin_DZ_3A,0.8544992635929214,0.9007084021552886,0.8690394325041447,0.8352594559497675,0.9867760471227212,0.8634326183514823,0.8763834266652303,0.9150604114274774,0.8549626523460884,0.8401432047030379,0.8683219322402758,0.8435226783621581,0.8519461410234181,0.8752791000155244,0.8665791189621087,0.8481895637533219,0.8463867218206239,0.8631380596482511,0.8746208003902508,0.6676898935757267,0.8772845352587211,0.8514032360052227,0.8661852874048436,0.8717236840916109,0.8520185728574863,0.8524665844597593
Twin_DZ_3B,0.8537241841881549,0.880601775006253,0.8957488477084035,0.8712550395602185,0.9021733336868166,0.9873535000757473,0.8740543328933226,0.8579054252470527,0.8804165177366776,0.7977891186545062,0.8111878383792206,0.7396736597409612,0.7760097968337117,0.7681138474449422,0.8965917840068206,0.8594192807544996,0.8916023984031332,0.8679175036791145,0.8915738950160619,0.6986727693896002,0.893088839075072,0.8762994962740732,0.8480578732529673,0.8571302914854705,0.889694714879117,0.8819124779262966
Twin_DZ_4A,0.8531500128696256,0.8848599971559721,0.8826415250389816,0.8865678343157335,0.9029747689482607,0.871096484241344,0.9920523695761455,0.8787303703165618,0.8600109469739566,0.8017191321040804,0.8261818181314232,0.7749645523378706,0.8088357120835803,0.796518944175943,0.896244168541633,0.8664686182806385,0.8780359397512696,0.8710042714575972,0.8655967493700337,0.6374395315896056,0.8960690876018814,0.8835004170045525,0.8798977416587269,0.8725208170290947,0.8709787950255211,0.8959262071609763
Twin_DZ_4B,0.7887065084398681,0.886035710299453,0.8357407666083375,0.7760236269042025,0.8859390295308806,0.8077050045016949,0.8302767349232225,0.97832752056281,0.8484042909816563,0.8450697449387206,0.8697095097890195,0.8046432659594235,0.7837497086101872,0.8497368728613324,0.7994481640273268,0.8018706479740698,0.7846936577236844,0.8260281907564514,0.8230750718397984,0.6277083138784363,0.8331409542883088,0.7857227218016125,0.8141872715829961,0.8548965904067236,0.7888009019193817,0.8059444587234638
Twin_DZ_5A,0.8454199517795813,0.8756081890056842,0.8673299863314906,0.7639672657567042,0.8634559004446323,0.8532051969935107,0.8384520650959683,0.8797786657940981,0.9803668029529748,0.8687701931985882,0.8771528462453975,0.7373371960122155,0.7437550848970989,0.8064382910046957,0.8082381015681727,0.8276914973349125,0.8014215314231555,0.8417540789213921,0.8497475413842169,0.684781795512905,0.8413710721901584,0.7994366776435123,0.7877900032890157,0.8556445055842804,0.8140601288445755,0.8370151085493169
Twin_DZ_5B,0.7766565570075188,0.8465266556967211,0.821351178833821,0.7560727389106987,0.8399059852095063,0.8056263616048442,0.8030449685745841,0.8581206292541609,0.8352287447650284,0.9776742507257805,0.8583730587431553,0.8055001327467045,0.7948303726809386,0.8567030410260541,0.7881963384507625,0.825807202485463,0.7582002548054028,0.7944339884967431,0.824610883380412,0.6611920339930952,0.8188493241372304,0.7698527814097613,0.7870413484084028,0.83576917071943,0.7549704209693943,0.799331830310628
