Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9778497982613441,0.9022234764469201,0.8553732834124486,0.8328538577404813,0.019428381847390975,0.019717920968886218,0.041443405425121635,0.049775127146795495
DELTA,0.9796672466013935,0.8596551496239074,0.8464806014521712,0.8254403800855075,0.01660397114840005,0.02984345623136516,0.020811183023647806,0.03452372356248487
THETA,0.9554636638635682,0.7516780859975596,0.707709585131162,0.6314982986241683,0.039008178070369895,0.05137129345530307,0.059563133414617546,0.09014884948002602
ALPHA,0.9440293647771631,0.7468463799902895,0.5995497532570238,0.5762981396901543,0.03995965900343784,0.052825560686633896,0.08478553285380695,0.12694325845267707
BETA,0.9494013801480271,0.7672575942507125,0.6920021646744183,0.650305734412938,0.04562903236403679,0.039719205524429244,0.055710245755142565,0.0876310586112673
GAMMA,0.9778735682363159,0.8011734322357933,0.7739636610710712,0.7532768365260029,0.01985370113357412,0.049533564598246024,0.027060740730669414,0.04885431746652919
HIGH GAMMA,0.9613374592540535,0.7529401388189811,0.7474925585884562,0.7184560136929246,0.032576120168050164,0.03858542629246487,0.033123670672004155,0.04883031966678708
