Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.992201359234851,0.986956208569569,0.9801642816913577,0.9720516608942608,0.009750870438515682,0.013597343296518826,0.009534390290894366,0.013871698783081166
DELTA,0.9360455662217599,0.9317884635539846,0.9191831947001398,0.8892229583480552,0.10494394386926398,0.08453586288712972,0.09843260459915025,0.09934490275866666
THETA,0.7421170345639886,0.6436301863820694,0.5974567854822388,0.173904746737986,0.26212344760520834,0.2597401309292874,0.1852213141980579,0.3420276784609745
ALPHA,0.8956605090021894,0.8358329514488495,0.6257980680286906,0.5392829371541804,0.12935677487946257,0.13752836753076916,0.13558433823328503,0.25387617707251864
BETA,0.9302147508690927,0.8921959680643414,0.8041137457941544,0.7442976887968853,0.09046426494064909,0.1190654934787448,0.11178295642226718,0.17749842151073242
GAMMA,0.9428985299249395,0.9189302335467572,0.8969274703848141,0.864113213770908,0.07438394314003714,0.07695182995636529,0.0536355633211385,0.08027736961992532
HIGH GAMMA,0.9640656597540569,0.9309926770847213,0.9301982005058722,0.90761553040353,0.04554640182755718,0.045201495349967466,0.031533061023730206,0.04755739511825603
