,Autocorr_MZ,Autocorr_DZ,Autocorr_NT,Crosscorr MZ,Crosscorr DZ,Crosscorr NT
0,0.9653106295007421,0.9561457348435598,0.9589047078913636,0.9367204835024674,0.6702636879074035,0.6166468984161387
1,0.9733414935019601,0.9050712613571537,0.9147800172676854,0.9348290651784222,0.5641918229054883,0.5761219497255872
2,0.6389411952168933,0.9739081624482431,0.9646091879610792,0.7008390741309605,0.5455871618518231,-0.03900309177525017
3,0.4996421495404795,0.9587499110268769,0.9715531250034771,0.3291414911808195,0.6540204060645343,0.4823135558821147
4,0.9632955635465765,0.942947576689057,0.9666639896360765,0.8000084444948149,0.6647058503783418,0.5707191308339269
5,0.8253253692483018,0.956765770590376,0.8869584795699781,0.9135741700150115,0.5419818166617048,0.34937762568465824
6,0.9712797660030439,0.8448582540582171,0.27239321553553975,0.8587524163147426,0.8243725444159895,0.4963819624505085
7,0.8420188885799534,0.9691935393312705,0.5610324687569651,0.959532005717172,0.7848438549867283,0.6267687447084773
8,0.9423829108596538,0.9804734102159343,0.9012754073860666,0.902012064164897,0.6615918049205335,0.7488535122235283
9,0.9419385703513812,0.718058993724835,0.9601252313896026,0.8813868072025399,0.6178775207842697,0.5139752844824365
10,0.9715347745226504,0.9500799721719528,0.9523866497029936,0.8274357393385275,0.345036889199302,0.7204662398122466
11,0.9721310927263155,0.9528382608293055,0.9692727075691807,0.8578375607660705,0.424108596905875,0.7941439808621944
12,0.8945002011436547,0.9748506612103487,0.9551395503165581,0.8070538334719158,0.809254305386769,0.5923950083136672
13,0.9270991940300461,0.9824179726691934,0.9755180564547123,0.7527240189650591,0.8155282117588014,0.5110897975980936
14,0.9783894583070012,0.9592266475787201,0.967881657865111,0.9425429891216155,0.813403369132632,0.782707642731334
15,0.9672278331699369,0.9637412132478919,0.8740611403573925,0.9574115875514843,0.8795517041018399,0.6317636819734946
16,0.9804088239745807,0.9592769983669067,0.9082232674439772,0.8414552158938504,0.4508766382910535,0.6949805034912953
17,0.9650725676182375,0.9473390387832619,0.9500736943761905,0.9121590199086318,0.44026435964014354,0.0665704719227292
18,0.9697516419075658,0.8928172922583282,0.41700587335558514,0.9072961897499158,0.6172345626627418,0.5076284403195817
19,0.9319717019547076,0.9830694091219372,0.9244705432075287,0.829275345161061,0.6569585868939376,0.44340493000364134
20,0.9447326515975337,0.9514861153173307,0.6674884848714326,0.7532942162589413,0.5315849880298835,0.6639294251540868
21,0.8343025462089432,0.9475732707439449,0.9432129828551631,0.6242950292574525,0.535007189112279,0.39194470829785355
22,0.8261359237261952,0.8609773469877389,0.9482335778219989,0.8564930750098816,0.7090354442036352,0.2721437633662648
23,0.8098115216983535,0.9702323601922758,0.8993425125390627,0.9384424099702693,0.569938512440061,0.6671219712640253
24,0.646089493424246,0.6385973147101307,0.7657497666048354,0.553156859607675,0.6073346719248465,0.5765977785061429
25,0.9670205219226851,0.865187768007418,,0.7783454168252582,0.5361952681853392,0.7260042549215731
26,0.7789257048344354,,,0.8717307275063502,,0.773755696177268
27,0.9185354484574016,,,0.491628030140818,,0.6296674733621572
28,0.9800303569703971,,,0.9331105899969123,,0.7412579694367838
29,0.9777450220664805,,,0.9379572188668535,,0.7500135303510853
30,0.8089932296994831,,,0.7850062921841668,,0.796586964262439
31,0.9195716586938764,,,0.9149963565758235,,0.3500486642739551
32,0.9191908286720087,,,0.8893502543182459,,0.2066805872926503
33,0.8985236199064239,,,0.7949802173299858,,0.22965032130865806
34,0.9607061727007418,,,0.9638913968290312,,0.8553846377710641
35,0.9742127681711807,,,0.9339892595363171,,0.6637809043555349
36,0.9680375306227078,,,0.9321884327752568,,0.6395653504623748
37,0.9774159238963056,,,0.9568088502370667,,0.44209213427974503
38,,,,,,0.46935823782064706
39,,,,,,0.4897736255788967
40,,,,,,0.6826087546031212
41,,,,,,0.45440416537988815
42,,,,,,0.4360587389751137
43,,,,,,0.7121614584450031
44,,,,,,0.7524336663688296
45,,,,,,0.40430891387366463
46,,,,,,0.779852154228971
47,,,,,,0.20502277634336605
48,,,,,,0.6015416432347012
49,,,,,,0.6453156978343045
50,,,,,,0.1057692343565028
51,,,,,,0.7097971742951588
52,,,,,,0.6729599633641761
53,,,,,,0.22074404819536547
54,,,,,,0.7714829318200623
55,,,,,,0.8011078854531105
56,,,,,,0.6820519093336823
57,,,,,,0.7772932172811011
58,,,,,,0.6327581960416175
59,,,,,,0.594073541960253
60,,,,,,0.7022781274293036
61,,,,,,0.24998863506559482
62,,,,,,0.7137947075542992
63,,,,,,0.7019171863630521
64,,,,,,0.5423655355403285
65,,,,,,0.7487817825901789
66,,,,,,0.6062440373757222
67,,,,,,0.6301352494143773
68,,,,,,0.546391917213569
69,,,,,,0.39170198729905803
70,,,,,,0.0005487514955535289
71,,,,,,-0.1596782784772214
72,,,,,,0.4024364806103734
73,,,,,,0.2099707726253372
74,,,,,,0.6034725201478807
75,,,,,,0.33899358735948737
76,,,,,,0.5496106405763284
77,,,,,,0.6203509035365711
78,,,,,,0.4274500249749509
79,,,,,,0.3416561683819238
80,,,,,,0.4984058791114676
81,,,,,,0.2552664907412997
82,,,,,,0.504954380972978
83,,,,,,0.4734918897387318
84,,,,,,0.44736159418181964
85,,,,,,0.7479493519432514
86,,,,,,0.1351967055797198
87,,,,,,0.006241837991098707
88,,,,,,0.37580437011560763
89,,,,,,0.46701989130627963
90,,,,,,0.6903802092199585
91,,,,,,0.1717197807746136
92,,,,,,0.5169162468907631
93,,,,,,0.4451175167013234
94,,,,,,0.3403172912810662
95,,,,,,0.550066516625449
96,,,,,,0.48001708691383327
97,,,,,,0.5330880572798656
98,,,,,,0.4475206610204655
99,,,,,,0.6764162217957683
100,,,,,,0.6492258507949644
101,,,,,,0.4267001341064215
102,,,,,,0.6094160796247882
103,,,,,,0.40814362869931964
104,,,,,,0.5679571053023469
105,,,,,,0.15912211360225806
106,,,,,,0.36961365084895703
107,,,,,,0.5288907810695949
108,,,,,,0.4949691138575115
109,,,,,,0.27475474572155734
110,,,,,,0.1605895055923664
111,,,,,,0.6765558691213305
112,,,,,,0.5049688212830516
113,,,,,,0.4432156607190386
114,,,,,,0.6071008063793215
115,,,,,,0.42238055681912484
116,,,,,,0.5483607355568303
117,,,,,,0.5204557992150924
118,,,,,,0.6155914476350678
119,,,,,,0.49338732042080186
120,,,,,,0.3049351824809563
121,,,,,,0.204138515452489
122,,,,,,0.6567853884924062
123,,,,,,0.6078832375801717
124,,,,,,0.45301497013566383
125,,,,,,0.29501167665446104
126,,,,,,0.36278480157289916
127,,,,,,0.47170927556046016
128,,,,,,0.5323719837069918
129,,,,,,0.545635157269521
130,,,,,,0.4151081265029666
131,,,,,,0.5002080402137227
132,,,,,,0.575398131063567
