,Acc Autocorr,Acc Crosscorr MZ,Acc Crosscorr DZ
0,0.725,0.4411764705882353,0.125
1,0.6875,0.4411764705882353,0.125
2,0.725,0.4411764705882353,0.125
3,0.6875,0.4411764705882353,0.08333333333333333
4,0.725,0.4117647058823529,0.08333333333333333
5,0.7125,0.4117647058823529,0.125
6,0.725,0.47058823529411764,0.125
7,0.725,0.4117647058823529,0.125
8,0.675,0.4117647058823529,0.125
9,0.7,0.4411764705882353,0.16666666666666666
10,0.7375,0.38235294117647056,0.125
11,0.7375,0.4411764705882353,0.08333333333333333
12,0.725,0.47058823529411764,0.125
13,0.7,0.4117647058823529,0.125
14,0.675,0.4117647058823529,0.125
15,0.7,0.38235294117647056,0.08333333333333333
16,0.6875,0.4411764705882353,0.125
17,0.7,0.4411764705882353,0.08333333333333333
18,0.725,0.4117647058823529,0.125
19,0.675,0.38235294117647056,0.125
20,0.7,0.38235294117647056,0.125
21,0.7,0.5,0.125
22,0.725,0.47058823529411764,0.16666666666666666
23,0.7125,0.47058823529411764,0.125
24,0.7125,0.4411764705882353,0.125
25,0.7375,0.38235294117647056,0.16666666666666666
26,0.6875,0.5,0.125
27,0.6875,0.4411764705882353,0.125
28,0.7,0.4117647058823529,0.125
29,0.7125,0.4117647058823529,0.125
30,0.7125,0.38235294117647056,0.125
31,0.7125,0.4411764705882353,0.125
32,0.7125,0.4411764705882353,0.16666666666666666
33,0.6875,0.4117647058823529,0.125
34,0.675,0.38235294117647056,0.125
35,0.6875,0.4411764705882353,0.16666666666666666
36,0.6875,0.47058823529411764,0.125
37,0.7125,0.4411764705882353,0.16666666666666666
38,0.675,0.4117647058823529,0.125
39,0.6875,0.4411764705882353,0.08333333333333333
40,0.6875,0.38235294117647056,0.125
41,0.675,0.4411764705882353,0.125
42,0.7125,0.4117647058823529,0.16666666666666666
43,0.725,0.47058823529411764,0.125
44,0.7125,0.4117647058823529,0.16666666666666666
45,0.7,0.38235294117647056,0.16666666666666666
46,0.675,0.4117647058823529,0.16666666666666666
47,0.7,0.4117647058823529,0.08333333333333333
48,0.6875,0.38235294117647056,0.16666666666666666
49,0.7,0.4117647058823529,0.125
50,0.6875,0.47058823529411764,0.125
51,0.7375,0.4411764705882353,0.125
52,0.6875,0.4411764705882353,0.125
53,0.725,0.4117647058823529,0.16666666666666666
54,0.7125,0.47058823529411764,0.16666666666666666
55,0.6625,0.4117647058823529,0.125
56,0.675,0.47058823529411764,0.125
57,0.6875,0.38235294117647056,0.16666666666666666
58,0.7125,0.47058823529411764,0.20833333333333334
59,0.6875,0.4117647058823529,0.125
60,0.6875,0.4411764705882353,0.125
61,0.7,0.4117647058823529,0.125
62,0.7,0.4411764705882353,0.125
63,0.675,0.4117647058823529,0.125
64,0.7375,0.47058823529411764,0.125
65,0.7125,0.47058823529411764,0.125
66,0.6875,0.4117647058823529,0.125
67,0.6875,0.38235294117647056,0.125
68,0.7125,0.38235294117647056,0.08333333333333333
69,0.7375,0.4411764705882353,0.08333333333333333
70,0.6875,0.4117647058823529,0.16666666666666666
71,0.7,0.47058823529411764,0.125
72,0.6875,0.47058823529411764,0.125
73,0.725,0.4411764705882353,0.08333333333333333
74,0.7,0.4411764705882353,0.16666666666666666
75,0.7,0.35294117647058826,0.08333333333333333
76,0.7,0.4411764705882353,0.16666666666666666
77,0.675,0.47058823529411764,0.125
78,0.6875,0.47058823529411764,0.125
79,0.7,0.4411764705882353,0.125
80,0.7,0.4411764705882353,0.125
81,0.7,0.47058823529411764,0.16666666666666666
82,0.675,0.38235294117647056,0.125
83,0.675,0.47058823529411764,0.125
84,0.7125,0.4117647058823529,0.16666666666666666
85,0.725,0.4411764705882353,0.125
86,0.7,0.38235294117647056,0.125
87,0.725,0.4411764705882353,0.16666666666666666
88,0.725,0.4117647058823529,0.08333333333333333
89,0.7125,0.4411764705882353,0.08333333333333333
90,0.675,0.47058823529411764,0.125
91,0.6875,0.4411764705882353,0.125
92,0.7,0.4117647058823529,0.08333333333333333
93,0.7,0.47058823529411764,0.125
94,0.725,0.4117647058823529,0.16666666666666666
95,0.725,0.5,0.16666666666666666
96,0.7,0.47058823529411764,0.125
97,0.6875,0.4411764705882353,0.125
98,0.7125,0.4411764705882353,0.125
99,0.7125,0.4117647058823529,0.125
100,0.725,0.38235294117647056,0.125
101,0.7,0.4411764705882353,0.125
102,0.6875,0.38235294117647056,0.125
103,0.7125,0.4411764705882353,0.125
104,0.7375,0.4411764705882353,0.16666666666666666
105,0.7,0.38235294117647056,0.125
106,0.725,0.4411764705882353,0.125
107,0.6875,0.4117647058823529,0.16666666666666666
108,0.7375,0.4117647058823529,0.125
109,0.725,0.4411764705882353,0.08333333333333333
110,0.7125,0.4411764705882353,0.125
111,0.6875,0.38235294117647056,0.125
112,0.7125,0.4411764705882353,0.16666666666666666
113,0.75,0.47058823529411764,0.125
114,0.7125,0.38235294117647056,0.125
115,0.7125,0.4411764705882353,0.125
116,0.6875,0.4411764705882353,0.125
117,0.725,0.47058823529411764,0.125
118,0.725,0.4411764705882353,0.16666666666666666
119,0.675,0.4117647058823529,0.125
120,0.7,0.47058823529411764,0.125
121,0.7375,0.4411764705882353,0.125
122,0.725,0.4117647058823529,0.125
123,0.7125,0.5,0.08333333333333333
124,0.6875,0.38235294117647056,0.125
125,0.7125,0.5,0.125
126,0.7,0.4117647058823529,0.125
127,0.6875,0.4117647058823529,0.125
128,0.6875,0.4117647058823529,0.125
129,0.7,0.38235294117647056,0.125
130,0.7,0.38235294117647056,0.125
131,0.675,0.4117647058823529,0.16666666666666666
132,0.6875,0.38235294117647056,0.08333333333333333
133,0.675,0.4117647058823529,0.125
134,0.675,0.38235294117647056,0.125
135,0.7,0.4411764705882353,0.125
136,0.7,0.4411764705882353,0.16666666666666666
137,0.7,0.4411764705882353,0.125
138,0.7,0.47058823529411764,0.125
139,0.7,0.4411764705882353,0.125
140,0.7125,0.47058823529411764,0.16666666666666666
141,0.7,0.47058823529411764,0.16666666666666666
142,0.6875,0.4117647058823529,0.08333333333333333
143,0.7,0.4117647058823529,0.125
144,0.7125,0.47058823529411764,0.125
145,0.7125,0.4117647058823529,0.16666666666666666
146,0.7125,0.4117647058823529,0.125
147,0.675,0.4411764705882353,0.125
148,0.725,0.4117647058823529,0.125
149,0.7,0.38235294117647056,0.125
150,0.6875,0.4117647058823529,0.125
151,0.7,0.38235294117647056,0.125
152,0.7125,0.4117647058823529,0.125
153,0.7,0.4411764705882353,0.125
154,0.7125,0.47058823529411764,0.125
155,0.7,0.35294117647058826,0.125
156,0.725,0.4411764705882353,0.125
157,0.725,0.38235294117647056,0.08333333333333333
158,0.675,0.38235294117647056,0.125
159,0.675,0.4117647058823529,0.125
160,0.725,0.38235294117647056,0.125
161,0.7,0.38235294117647056,0.08333333333333333
162,0.7,0.4117647058823529,0.125
163,0.6875,0.38235294117647056,0.125
164,0.7,0.4117647058823529,0.125
165,0.6875,0.4117647058823529,0.125
166,0.725,0.4411764705882353,0.125
167,0.7,0.38235294117647056,0.125
168,0.675,0.4117647058823529,0.125
169,0.6875,0.38235294117647056,0.125
170,0.7125,0.4411764705882353,0.125
171,0.675,0.4411764705882353,0.125
172,0.7,0.4117647058823529,0.125
173,0.675,0.47058823529411764,0.16666666666666666
174,0.6875,0.4411764705882353,0.20833333333333334
175,0.7,0.4411764705882353,0.125
176,0.6875,0.38235294117647056,0.125
177,0.675,0.38235294117647056,0.08333333333333333
178,0.7,0.4411764705882353,0.125
179,0.7375,0.47058823529411764,0.08333333333333333
180,0.675,0.4411764705882353,0.125
181,0.725,0.47058823529411764,0.125
182,0.7125,0.4411764705882353,0.16666666666666666
183,0.7,0.4411764705882353,0.125
184,0.6875,0.4411764705882353,0.125
185,0.7125,0.4117647058823529,0.16666666666666666
186,0.7125,0.4411764705882353,0.125
187,0.7125,0.4411764705882353,0.125
188,0.7,0.4117647058823529,0.125
189,0.6875,0.35294117647058826,0.125
190,0.675,0.4411764705882353,0.125
191,0.6875,0.38235294117647056,0.125
192,0.7375,0.38235294117647056,0.125
193,0.7125,0.4411764705882353,0.125
194,0.7125,0.5,0.125
195,0.6875,0.4411764705882353,0.125
196,0.6875,0.35294117647058826,0.125
197,0.675,0.4411764705882353,0.125
198,0.7375,0.38235294117647056,0.16666666666666666
199,0.7125,0.47058823529411764,0.125
200,0.6875,0.4411764705882353,0.125
201,0.6875,0.4411764705882353,0.125
202,0.7,0.4411764705882353,0.125
203,0.725,0.4117647058823529,0.125
204,0.7125,0.4117647058823529,0.125
205,0.6875,0.4117647058823529,0.125
206,0.6875,0.4411764705882353,0.125
207,0.6875,0.4411764705882353,0.16666666666666666
208,0.7,0.38235294117647056,0.125
209,0.725,0.4117647058823529,0.125
210,0.6875,0.4411764705882353,0.125
211,0.6875,0.4117647058823529,0.125
212,0.7,0.38235294117647056,0.125
213,0.6875,0.4411764705882353,0.08333333333333333
214,0.675,0.38235294117647056,0.125
215,0.725,0.4411764705882353,0.08333333333333333
216,0.7,0.35294117647058826,0.125
217,0.725,0.4117647058823529,0.16666666666666666
218,0.7125,0.4411764705882353,0.125
219,0.7125,0.4117647058823529,0.125
220,0.675,0.4411764705882353,0.125
221,0.675,0.38235294117647056,0.125
222,0.7625,0.5,0.125
223,0.7,0.38235294117647056,0.16666666666666666
224,0.7,0.4411764705882353,0.125
225,0.7375,0.47058823529411764,0.125
226,0.7,0.38235294117647056,0.08333333333333333
227,0.7125,0.4117647058823529,0.125
228,0.7,0.47058823529411764,0.125
229,0.7,0.4411764705882353,0.08333333333333333
230,0.6875,0.4411764705882353,0.125
231,0.7125,0.4411764705882353,0.125
232,0.7,0.4411764705882353,0.16666666666666666
233,0.7125,0.47058823529411764,0.125
234,0.675,0.38235294117647056,0.125
235,0.7125,0.47058823529411764,0.125
236,0.725,0.47058823529411764,0.125
237,0.75,0.47058823529411764,0.16666666666666666
238,0.675,0.4117647058823529,0.125
239,0.7,0.38235294117647056,0.125
240,0.7,0.5,0.16666666666666666
241,0.7125,0.47058823529411764,0.125
242,0.7,0.4117647058823529,0.08333333333333333
243,0.75,0.4411764705882353,0.16666666666666666
244,0.7,0.4411764705882353,0.125
245,0.725,0.4117647058823529,0.125
246,0.6875,0.38235294117647056,0.125
247,0.6875,0.4117647058823529,0.16666666666666666
248,0.7125,0.4117647058823529,0.16666666666666666
249,0.6875,0.38235294117647056,0.125
250,0.725,0.5294117647058824,0.125
251,0.75,0.4411764705882353,0.125
252,0.7,0.38235294117647056,0.125
253,0.6875,0.4117647058823529,0.08333333333333333
254,0.7125,0.47058823529411764,0.125
255,0.675,0.35294117647058826,0.125
256,0.7,0.4117647058823529,0.08333333333333333
257,0.6875,0.4411764705882353,0.125
258,0.7125,0.38235294117647056,0.125
259,0.7,0.47058823529411764,0.125
260,0.6875,0.4117647058823529,0.125
261,0.7,0.4117647058823529,0.08333333333333333
262,0.7,0.4411764705882353,0.125
263,0.75,0.5294117647058824,0.125
264,0.7125,0.4411764705882353,0.125
265,0.6875,0.4411764705882353,0.125
266,0.7375,0.5,0.16666666666666666
267,0.7,0.38235294117647056,0.125
268,0.725,0.47058823529411764,0.16666666666666666
269,0.7125,0.4117647058823529,0.20833333333333334
270,0.675,0.4411764705882353,0.16666666666666666
271,0.725,0.4117647058823529,0.16666666666666666
272,0.7,0.4411764705882353,0.125
273,0.6875,0.4117647058823529,0.125
274,0.75,0.47058823529411764,0.08333333333333333
275,0.6875,0.4411764705882353,0.125
276,0.675,0.38235294117647056,0.125
277,0.7125,0.4117647058823529,0.125
278,0.7125,0.4411764705882353,0.125
279,0.7,0.47058823529411764,0.08333333333333333
280,0.675,0.38235294117647056,0.125
281,0.725,0.4411764705882353,0.125
282,0.7125,0.38235294117647056,0.125
283,0.7125,0.4411764705882353,0.08333333333333333
284,0.7,0.4411764705882353,0.125
285,0.675,0.4117647058823529,0.16666666666666666
286,0.7,0.38235294117647056,0.125
287,0.6875,0.38235294117647056,0.08333333333333333
288,0.7,0.4411764705882353,0.125
289,0.7,0.38235294117647056,0.125
290,0.6875,0.47058823529411764,0.125
291,0.6875,0.38235294117647056,0.08333333333333333
292,0.7125,0.47058823529411764,0.125
293,0.6875,0.38235294117647056,0.125
294,0.6875,0.4117647058823529,0.08333333333333333
295,0.725,0.35294117647058826,0.16666666666666666
296,0.7,0.47058823529411764,0.08333333333333333
297,0.6875,0.47058823529411764,0.125
298,0.7,0.4117647058823529,0.125
299,0.725,0.4117647058823529,0.125
300,0.675,0.38235294117647056,0.125
301,0.7125,0.47058823529411764,0.125
302,0.7,0.38235294117647056,0.125
303,0.675,0.4411764705882353,0.125
304,0.725,0.4117647058823529,0.125
305,0.7125,0.4411764705882353,0.08333333333333333
306,0.725,0.4411764705882353,0.16666666666666666
307,0.7,0.4411764705882353,0.08333333333333333
308,0.675,0.47058823529411764,0.08333333333333333
309,0.6875,0.4411764705882353,0.125
310,0.6625,0.4117647058823529,0.125
311,0.675,0.4411764705882353,0.125
312,0.7125,0.47058823529411764,0.125
313,0.7,0.4117647058823529,0.125
314,0.725,0.47058823529411764,0.16666666666666666
315,0.725,0.4411764705882353,0.08333333333333333
316,0.7,0.4411764705882353,0.125
317,0.675,0.4411764705882353,0.125
318,0.7,0.4117647058823529,0.125
319,0.7,0.4117647058823529,0.125
320,0.7375,0.4411764705882353,0.125
321,0.7375,0.4411764705882353,0.08333333333333333
322,0.7,0.4411764705882353,0.125
323,0.7125,0.4411764705882353,0.125
324,0.6875,0.47058823529411764,0.125
325,0.7125,0.38235294117647056,0.125
326,0.6875,0.4117647058823529,0.125
327,0.725,0.47058823529411764,0.125
328,0.7,0.4117647058823529,0.125
329,0.725,0.4411764705882353,0.125
330,0.725,0.4411764705882353,0.08333333333333333
331,0.6875,0.38235294117647056,0.125
332,0.6875,0.38235294117647056,0.125
333,0.6875,0.38235294117647056,0.16666666666666666
