Subjects,Twin_MZ_1A,Twin_MZ_2A,NotTwin1,Twin_DZ_1A,Twin_DZ_2A,Twin_DZ_3A,Twin_DZ_3B,Twin_DZ_4A,Twin_MZ_3A,NotTwin2,Twin_MZ_4A,NotTwin3,Twin_DZ_2B,Twin_MZ_5A,Twin_MZ_6A,NotTwin4,NotTwin5,NotTwin6,Twin_DZ_5A,Twin_MZ_7A,Twin_DZ_6A,Twin_MZ_8A,Twin_MZ_3B,NotTwin7,Twin_MZ_9A,Twin_MZ_10A,Twin_DZ_7A,NotTwin9,NotTwin10,NotTwin11,Twin_MZ_11A,Twin_MZ_12A,NotTwin12,NotTwin13,Twin_MZ_13A,Twin_DZ_8A,Twin_MZ_11B,Twin_DZ_9A,Twin_MZ_14A,Twin_MZ_15A,Twin_MZ_14B,NotTwin14,Twin_DZ_10A,Twin_MZ_10B,Twin_MZ_8B,NotTwin15,Twin_DZ_4B,Twin_MZ_16A,Twin_DZ_11A,Twin_MZ_17A,Twin_MZ_1B,Twin_MZ_4B,Twin_DZ_6B,Twin_MZ_18A,Twin_DZ_10B,NotTwin16,Twin_MZ_16B,Twin_DZ_12A,NotTwin17,Twin_DZ_7B,Twin_MZ_6B,NotTwin18,NotTwin19,Twin_DZ_8B,Twin_MZ_7B,Twin_MZ_15B,NotTwin20,Twin_MZ_12B,Twin_MZ_18B,NotTwin21,NotTwin22,Twin_MZ_19A,NotTwin23,Twin_MZ_2B,NotTwin8,NotTwin24,Twin_DZ_1B,Twin_DZ_13A,Twin_DZ_12B,Twin_MZ_5B,Twin_DZ_13B,Twin_DZ_9B,Twin_MZ_13B,Twin_MZ_17B,Twin_DZ_11B,Twin_DZ_5B,Twin_MZ_9B,NotTwin25,Twin_MZ_19B
NotTwin1,0.979230115532102,0.9742416678218885,0.9974563404534845,0.9805148530072094,0.9838763631528245,0.9836550647376685,0.9719509837094265,0.9826031080059063,0.9813266875577492,0.9737706670563917,0.9871312272212989,0.9855331878236373,0.9737550463675639,0.9767894078010548,0.9735398416217,0.983537465418824,0.9835669491625736,0.9785234217745564,0.97343449773441,0.9745322837654902,0.9779580435484977,0.9858587611774672,0.9602815754563672,0.9376138504803686,0.9889964242376712,0.9821542412623587,0.9896628345514473,0.9534341981798422,0.9875306762210522,0.9827043808240594,0.9861747776466042,0.981107918884077,0.9887538222825649,0.9817174360662965,0.9773786139693996,0.9653762280788084,0.9831628104855189,0.9677863311495083,0.9432438158231791,0.9787868587339597,0.9744111923905758,0.9799998036564523,0.97529392093107,0.9855511217129381,0.987155692987959,0.9677054243928652,0.979984769545848,0.9734227291606969,0.9776241181020467,0.9866488538225595,0.9817716713674945,0.9841853257411444,0.981127423491301,0.9874594281029903,0.9318396704595227,0.9832042586858851,0.9791947605363751,0.9713086346891617,0.9895433807572613,0.9859771327842816,0.9781576473695897,0.9848569761169117,0.979564745102705,0.9831096577521072,0.9800483332095936,0.9816419760694812,0.9623638083775868,0.9810774675634322,0.9896518584337725,0.9835722711783588,0.9792252314628973,0.9790360147273163,0.9680340748149648,0.9708673668063952,0.9698052769774108,0.9682732156801521,0.9846361358460879,0.9733703361779367,0.9820322143003314,0.9770320537332257,0.978063498676274,0.9781769172238124,0.9762695595942895,0.984518509887444,0.9736516955797427,0.977610793035482,0.9902136484696948,0.981512635464231,0.9781155432198974
NotTwin2,0.9530150471527221,0.9686966771330767,0.9763874207707688,0.985089368935191,0.9865887667655389,0.9719317902466322,0.9806705098068547,0.9750659849827452,0.9685275167701164,0.9953300573207794,0.9818538889142115,0.9790401423709871,0.9700706683795186,0.9661625544039636,0.9717418130250879,0.9749989606840443,0.9726848485527009,0.9813711944055693,0.975449211428955,0.9850978595946693,0.9786546777121632,0.9717283651588988,0.9507086646885287,0.9462460378435364,0.9817226888720336,0.971943174698769,0.9657033662213949,0.9817765771623308,0.9789218052528856,0.9862879439514973,0.9883112567692929,0.9746873947181652,0.9804636733472472,0.9796115648952366,0.9684206784914025,0.9795078180172385,0.9891448248130991,0.9764685323565365,0.9244673260648861,0.9552630065596404,0.9813651782678368,0.9646128260975091,0.9897040536234687,0.9775932128710573,0.9734209365540848,0.9830117144329071,0.9690555472020379,0.9826647411025421,0.9816488568994008,0.9763037801122364,0.9564316483352926,0.9777656731130975,0.9551355731008029,0.9650352471650578,0.969943348459573,0.9848478649640637,0.9825703871386611,0.9499975207254951,0.9770385268132987,0.9700540282479015,0.9671877044100088,0.9814257069315455,0.9754960720330424,0.9860869621415456,0.984196840672031,0.9555385876940303,0.9707681200724336,0.9769783334059345,0.9647944562660595,0.9593152984230447,0.9884184801133299,0.9742888688437286,0.9748390861343348,0.9675255191613937,0.9597000264017276,0.9685467776098786,0.9843048619443096,0.9615878974003763,0.9699275702673573,0.9854352011192776,0.9671224351728824,0.988024962806636,0.9680894079008735,0.9730635057166982,0.9753370006863457,0.9675631579170021,0.9738063310239904,0.9760703072413739,0.9680863237070714
NotTwin3,0.9770565252903334,0.9796658096523673,0.9868996076912091,0.9779943328120182,0.9825112325102341,0.9783032762864645,0.9748318421984397,0.9784404354913301,0.9777867329242219,0.9782833577803678,0.9819869825059576,0.9975128868392864,0.9725108543357766,0.9615419239495753,0.9731986497582861,0.9857337780897948,0.9850239813376065,0.9763037584868425,0.9777602157281414,0.9801326496824484,0.9832947617607086,0.9850945749652651,0.9619782625785867,0.9432567842455128,0.9886641820058364,0.9829737503799549,0.9838658816390847,0.9641400096085888,0.9908486574118298,0.9894771975661225,0.9900873895280571,0.9739899991421341,0.9861139095641396,0.9823883166596521,0.974935780515851,0.9669915392957142,0.9876077422584425,0.9704592433264916,0.9246013188806496,0.9768181007131249,0.9734719552764526,0.9779739405807117,0.9797269470944328,0.9840724897699344,0.986591328526055,0.9756611281604255,0.9757456582328361,0.9783497787606706,0.9713775809351077,0.9887675018210325,0.9791367688027748,0.9804901012170479,0.9797177932558104,0.9830044863260307,0.9429708059308372,0.9827949962128644,0.9800432528316261,0.9700861292373513,0.9835813465627833,0.9841975256029041,0.9770384091356814,0.9867668104584533,0.9677611721594286,0.9825850562081675,0.9861844546801128,0.9779924809835607,0.9559855184136845,0.9778672247033844,0.9822306505212521,0.9806036492093684,0.9812258051013738,0.9755320432516991,0.9729388673587421,0.9724342508769728,0.9669286691695357,0.9691049099308787,0.9837410280404627,0.9612234739513227,0.9830171738145081,0.9760023795029575,0.9681171131611623,0.9803157606280437,0.9732669309922259,0.985781751902611,0.9663976359098472,0.9787431717065738,0.9861771569898623,0.9786052946739257,0.9726654815611938
NotTwin4,0.9777312623943207,0.9803594574251868,0.9793819551183527,0.9786177706744673,0.9835840025607274,0.9827934925286768,0.9734538840979461,0.9856126062502972,0.9819853305139254,0.9669142138399591,0.9861510470087347,0.9754794566270029,0.9753201161251475,0.9761065065034671,0.9806879290881733,0.9899386814853518,0.9836925674431423,0.9740332978329966,0.9789582179008122,0.9715987385755718,0.9711558300367567,0.983936154183612,0.9724417023708345,0.942584184326007,0.9832637261224408,0.9838184096496605,0.9807627028037001,0.953047279027522,0.9757352190144974,0.9747337645124983,0.9795314101105208,0.9810525531996918,0.9771461813890621,0.9823829205735024,0.9803317322005762,0.9712290841799828,0.9730815469730418,0.973697349637499,0.9563300648864281,0.9775675461658525,0.9704588421414099,0.9707831049794436,0.9719371779071693,0.9850614293471084,0.9824459726097893,0.9628773838072281,0.9849405026811822,0.9655051906978546,0.9739769390758803,0.9794426854947496,0.9807770568731183,0.9809910282912385,0.9782195884846896,0.9769150729591093,0.919758377775035,0.9752896870381235,0.9673133989839646,0.978023668599745,0.9831430698547086,0.9820680528684156,0.9834101411895698,0.9804344051246603,0.9738547611593229,0.9807788036696972,0.9790424111745335,0.9758688262659473,0.974619936784841,0.9838411793802777,0.9777557774057171,0.98302457544948,0.9696521328534708,0.982946513999312,0.9742753149603439,0.9752960695814403,0.9692902816294817,0.9803561312477,0.978364837231567,0.9714401711156931,0.9855052045319839,0.9770472982307129,0.9764630693193823,0.9732639060677233,0.9797363274342619,0.9771761557564957,0.976174921844551,0.9740401876826859,0.984273276016616,0.9778945268440745,0.9829804945423903
NotTwin5,0.9839952643826344,0.9838378122078819,0.9820888716505352,0.9837132393004715,0.9880862744900154,0.989473977195555,0.9809867357923967,0.9869035692923241,0.987289095782035,0.9723196036857513,0.9904045476751481,0.9835977991314615,0.9752848768194632,0.974949249014976,0.9884895878109389,0.988996720322574,0.9969228386695524,0.9790526810351807,0.9811377107692596,0.9795479082660534,0.9825852502172547,0.9913310245414143,0.9729604911512684,0.9497045996326262,0.9866183149561594,0.9904946626271379,0.9848526620895993,0.9647725531677147,0.9864380354691966,0.9849985193164347,0.9859020290687226,0.9871540691850031,0.983487355811441,0.9864741826772042,0.9804688061068685,0.9780656231033824,0.9823823001579205,0.9811433282284399,0.9501607352815221,0.9847914168687864,0.977432808628165,0.9804138490073602,0.9776241372227339,0.9885180772281463,0.9900163738778516,0.9697766626881549,0.9893330829936993,0.9776792018824654,0.9795262485932592,0.9880234530941794,0.9853040815908141,0.9870085324364977,0.982366513677402,0.9854727674175863,0.9343397404887538,0.9827745286168349,0.9743726166262758,0.9832105977818517,0.9893827218351322,0.9889347119124946,0.9892274113294057,0.9886835112457033,0.9769747240219511,0.9886873162234593,0.9861388080574256,0.9837021801327999,0.9768610162597793,0.9845178101166547,0.9874256877831814,0.9868572431934781,0.9783384500303864,0.9826712878893117,0.9768720188678799,0.9825728827780805,0.9682411145631873,0.9801533683845605,0.9857195233470486,0.9717965387232161,0.9895456359276811,0.9842356361414701,0.9714740379539468,0.9815513427821263,0.9815939641613485,0.9875869177295624,0.9795821196885683,0.9826333872920281,0.9880467214843266,0.9796195731868218,0.9829123961818599
NotTwin6,0.9689599673519568,0.9697787588990007,0.9787701279722224,0.9841055060486976,0.9853959867669208,0.9819869565449839,0.9869592443659932,0.9846466697243044,0.9703746831028814,0.9741489565152956,0.9824832318834853,0.9762145904859381,0.9828056729113803,0.9740777131691483,0.974843862971682,0.9736988339332338,0.9772716656546072,0.9966382409701504,0.979360942201987,0.9884354062118033,0.9777267292780628,0.978580279830553,0.9583673211664228,0.9386646027146401,0.9813104985080912,0.9755994832319264,0.9770363848967225,0.9801292242506813,0.9800766494222568,0.9848039592018618,0.9862562205058139,0.9875566091022148,0.9781778307731179,0.986306212815564,0.9848081179057275,0.9856518451150933,0.9838973688162216,0.9879033139339564,0.943552833016599,0.9580744927590596,0.9914369582048357,0.9618812986957277,0.9863553550323112,0.9795079862268747,0.9777651555415667,0.9710617334489237,0.9815405549919652,0.9775759230183181,0.9902097653749913,0.981820139821626,0.9706110347214953,0.9809832964668717,0.9589100806560493,0.9746072027559329,0.9483588486813779,0.9835277424701616,0.983899040179258,0.9672558849513456,0.9854015393957419,0.9775753583600387,0.9819400863993593,0.9815587235427227,0.9811133630633124,0.9859689414528254,0.986478772606112,0.9624376892618447,0.9774501652940577,0.9855145919146225,0.9772107970049749,0.9720847830264481,0.9805979462514278,0.9762974806571355,0.9773557710490428,0.9702245632710378,0.9598133105776401,0.9765240455842218,0.9849055297010367,0.9615762611605969,0.9749690556599298,0.9858193526089205,0.968796849213754,0.9866643476679076,0.9861282663569784,0.9772432569581713,0.9831503609784159,0.9735948326719566,0.9770847608583312,0.9723330532043797,0.9789567990322512
NotTwin7,0.9617781191882959,0.9749533216283771,0.9787802635728536,0.9834041520684746,0.9863960551430673,0.983290979470888,0.9900959637949072,0.9792864391690843,0.9689605714463643,0.9819115700429898,0.9834726171747952,0.9818469946347395,0.9674228159911806,0.9711149829647319,0.9687452545883796,0.9782039673310009,0.9823987960301013,0.9826227892959967,0.9818072365251427,0.9883829286776233,0.984769508198184,0.9817039988300915,0.9632721285815711,0.9532062211882384,0.9865106592192785,0.9806288255544373,0.9730368782182939,0.982192790538446,0.9836207976717669,0.9905572790380428,0.9878892702266221,0.981299431394326,0.9791246069144792,0.9820602484029722,0.9690330337915111,0.9711894860603925,0.9877438048055793,0.9752185418314098,0.9340263438623712,0.966283544248411,0.9813453371950304,0.9749329308891188,0.9893366764603793,0.981872144179353,0.9846650054374335,0.9809195080269542,0.9773736509686654,0.9892657441838439,0.9819455770263172,0.9828417857989789,0.9653798060873713,0.98407306386184,0.9656674828838989,0.9797619509823072,0.9697379930662536,0.9896659802220107,0.9889283183944051,0.9620958715474719,0.9804810280307117,0.9755264687723092,0.9752398757229744,0.9881094259118773,0.9792544955475213,0.9873166313292039,0.9874810944642816,0.9644401520179344,0.9659612663044782,0.979877791162945,0.9761228615163156,0.974735064434042,0.988386046661512,0.9737306004287682,0.9764117164751408,0.971307682923298,0.9626783573706361,0.9741006803705681,0.9858055614252479,0.9645174939015777,0.9782384427430584,0.9871945370945028,0.9700244745125327,0.9878641100100425,0.970985203236367,0.9778753610770246,0.972288298381171,0.9818005602050577,0.9819305383390111,0.9758091755169875,0.971850795484428
NotTwin8,0.9727718321311454,0.9686897838302537,0.9825846448534172,0.971084937768085,0.973654878463721,0.9727074239425693,0.9635740355469187,0.9843160551696122,0.9702255410769353,0.9663687388634816,0.9773265184980857,0.9802520409611777,0.9674363135313728,0.9703130005365358,0.9659907844877267,0.9771679440240417,0.975409992853957,0.9685314235572386,0.9657626647723737,0.9653011321312269,0.9700450762362696,0.9774629985786054,0.9655728229914716,0.9389784003611774,0.9815748976608472,0.976930533240888,0.9783497971431496,0.9432096719100116,0.9800219691282759,0.9746346827114465,0.9783983419559124,0.9700336816984714,0.9765575114082083,0.9760934548857051,0.9695539090635659,0.9545617799702891,0.9746487083669518,0.9609408155557609,0.9331905648769652,0.9717284037710461,0.9631738951954536,0.967518743708227,0.9677369711249628,0.9784275654882681,0.9778781264933376,0.9611666618452177,0.9717716573300537,0.964203304545691,0.9637726918967994,0.9770538336097676,0.9744659984055616,0.9740924229265622,0.9805574916053093,0.9768181451116282,0.9211331773837665,0.9725338348583963,0.9717167259883861,0.9667673066244662,0.9794596720564667,0.9779305946175141,0.9709966914731677,0.9770853507606825,0.9666986194478953,0.9719774753085046,0.9726430602615841,0.9735179652047605,0.9518919699940593,0.9768791379601214,0.9778958226417095,0.9766256099223843,0.9661586048000071,0.9731402620354836,0.965760072454439,0.9649919968525358,0.9787461641353548,0.9622664455755023,0.9758914000764475,0.9706920501166377,0.9776035882207363,0.9647734415283532,0.9784410252127234,0.9690388638155166,0.9683256461962005,0.9768351494788898,0.9618440657732451,0.968828041390815,0.9798839254056086,0.9706199516978752,0.9733789190063129
NotTwin9,0.9322706527033571,0.9574414896196468,0.951077584941508,0.9668911449418967,0.9685447459920679,0.9579166406647166,0.9797393189172185,0.9583414749542729,0.9473214825783285,0.967172355106052,0.9589028193160687,0.9590313037164846,0.9463593601549105,0.9505218747562854,0.9529460588325067,0.951049343898317,0.9565148456351578,0.9709669614499344,0.966835796963963,0.9836588129526612,0.9708296941358274,0.9540746107041727,0.9504202395908371,0.9321172369229959,0.9576857474265106,0.9543474347237597,0.9403129865792978,0.9935711177263473,0.9604650150121237,0.976760392070227,0.9710400482666585,0.9618235322249968,0.9562380240217043,0.9650293813395749,0.9555841665628046,0.9768193923407755,0.9725768603487451,0.9705971413350838,0.8958067792402311,0.9317719863910819,0.9776018103891008,0.9506411449657395,0.9806960350965037,0.9603925261549244,0.9564326961821313,0.9669649864548009,0.9576861289354772,0.9739645988864913,0.9721025447706996,0.9639418360560857,0.9334655103549365,0.9582637376705035,0.9248079313181844,0.9456832383658349,0.9706229257398911,0.9632347646268122,0.9737977995862137,0.9323497507201879,0.9540591870202959,0.9489193969164411,0.9551684573932926,0.9635936017769794,0.9513720753474332,0.9725948680446641,0.9772444882599034,0.935301613966244,0.9535039218841088,0.9633002737719002,0.9473928396689573,0.9428369925949258,0.9775069318101814,0.9460749865395208,0.9644666088439983,0.9576992653567571,0.937928500998608,0.9548035567939321,0.9686297474746908,0.9351840778290772,0.9492396946128778,0.9742615845925613,0.9451622012438202,0.978282662342337,0.9559798472547729,0.9589333131897093,0.960229464728229,0.9655939455396045,0.9457582251095151,0.954096683433947,0.9432402793140986
NotTwin10,0.9826249859850681,0.9829623460269872,0.9871082257669479,0.9826784826749118,0.9855264334074236,0.9823633626235696,0.9792964119256655,0.9822597955027077,0.9830584738498118,0.9756542714613272,0.9852421894911564,0.9892444939495559,0.9683856669035671,0.9708425826959712,0.976421821950743,0.9840173028652217,0.9882724166133362,0.9806620398085979,0.9764788715100864,0.9845208592726876,0.9870816032479174,0.9904044631785616,0.9648903974645268,0.9401493992369512,0.9886712983340551,0.985376483917024,0.9861482031025317,0.9667880060863483,0.9972984669552156,0.9912948980037525,0.9900348208789319,0.9793338390872508,0.9845624777328426,0.9857552381059079,0.9759340174858657,0.9702160961942781,0.9895690149887824,0.9726601284255725,0.929432545110644,0.9818974092350237,0.9791322782547383,0.9836219849816534,0.981434809244533,0.9872779245906009,0.9905786331656501,0.9772026120036166,0.9807679782455099,0.9810198469877208,0.9792789224633287,0.9903673875315742,0.9821411470307566,0.9816537456103078,0.9790564970354864,0.9868511639294522,0.9454585611207378,0.9835942462445951,0.9830558584309685,0.9708907616946427,0.9865911579400266,0.9900272126315323,0.981360353140674,0.9864322456110561,0.9737922092791025,0.9868378241904379,0.9873032922433052,0.9850002049952722,0.9611557831215622,0.9781983161781369,0.9886024585396489,0.9845075537045651,0.9820514174201894,0.9750083401697317,0.9730503174523415,0.9781024640839268,0.9674589467446371,0.9711992566977934,0.9872956621204056,0.9624720129274729,0.9849367634404446,0.979335060490246,0.9674445100599602,0.9839276139899845,0.975785252173305,0.9888390552968525,0.9687071822754408,0.9819670398736803,0.9871490401600556,0.977650979615137,0.9746343307858583
