ID,Z_score
Twin_MZ_1A,0.398978321921736
Twin_MZ_2A,-2.557309578506203
NotTwin1,0.5365334147447307
Twin_DZ_1A,0.5360872605016151
Twin_DZ_2A,0.5220607548991277
Twin_DZ_3A,0.4175498305472277
Twin_DZ_3B,0.38056434917874765
Twin_DZ_4A,0.16301202778672744
Twin_MZ_3A,0.4031341481778183
NotTwin2,0.31181123210779454
Twin_MZ_4A,0.48881980853841195
NotTwin3,0.5425096777560741
Twin_DZ_2B,0.5032955942355024
Twin_MZ_5A,-0.21264054296670087
Twin_MZ_6A,0.5396468664777888
NotTwin4,-0.2579914091857631
NotTwin5,0.48014878586730186
NotTwin6,0.45007028164584884
Twin_DZ_5A,0.5425116044312657
Twin_MZ_7A,0.4607984974877043
Twin_DZ_6A,0.584625048004297
Twin_MZ_8A,0.5974443857962286
Twin_MZ_3B,-2.0140657168515284
NotTwin7,-4.140164260310318
Twin_MZ_9A,0.5964473384532616
Twin_MZ_10A,0.6040595971540382
Twin_DZ_7A,0.45062471282646416
NotTwin9,0.1259127792124723
NotTwin10,0.5198481123191878
NotTwin11,0.417167830555647
Twin_MZ_11A,0.5525901219832585
Twin_MZ_12A,0.16798727667059304
NotTwin12,0.6060182449530953
NotTwin13,0.38967896770193433
Twin_MZ_13A,-2.3310563679017484
Twin_DZ_8A,0.2800762741398989
Twin_MZ_11B,0.44747458968545867
Twin_DZ_9A,0.597190886411816
Twin_MZ_14A,-1.877127428197808
Twin_MZ_15A,0.5612529160515659
Twin_MZ_14B,0.2239919213544553
NotTwin14,0.5338820727793756
Twin_DZ_10A,0.3448513725946589
Twin_MZ_10B,0.43555586197941554
Twin_MZ_8B,0.47682105852484
NotTwin15,0.2528809090512129
Twin_DZ_4B,0.29905802630502343
Twin_MZ_16A,-0.22091220112717075
Twin_DZ_11A,0.5846410271065748
Twin_MZ_17A,0.5237261715284101
Twin_MZ_1B,0.2844103783894393
Twin_MZ_4B,0.0701402455830473
Twin_DZ_6B,0.10002299340339722
Twin_MZ_18A,0.3835398587180921
Twin_DZ_10B,0.6100166725945921
NotTwin16,-0.012125296376709348
Twin_MZ_16B,0.15080236519698512
Twin_DZ_12A,-2.98123612269522
NotTwin17,0.27164132140020686
Twin_DZ_7B,0.5338711350502119
Twin_MZ_6B,0.6229571612414898
NotTwin18,0.5058855235375238
NotTwin19,-1.8366376712275638
Twin_DZ_8B,0.54792208595457
Twin_MZ_7B,0.3942369357837178
Twin_MZ_15B,0.44671412087430384
NotTwin20,0.40727927577031686
Twin_MZ_12B,-0.02357967642339989
Twin_MZ_18B,0.300959691330965
NotTwin21,-2.7263675454972667
NotTwin22,0.5631510900253889
Twin_MZ_19A,0.4050943369420382
NotTwin23,0.18045212637157937
Twin_MZ_2B,-2.993424398472683
NotTwin8,-1.4409039241776773
NotTwin24,-1.094412789992341
Twin_DZ_1B,0.47317495573178664
Twin_DZ_13A,-0.6653394422462757
Twin_DZ_12B,0.4656781669633365
Twin_MZ_5B,0.5375853922659074
Twin_DZ_13B,-0.13084764212788036
Twin_DZ_9B,0.5808565973481703
Twin_MZ_13B,0.5933778054340282
Twin_MZ_17B,0.49736979228719186
Twin_DZ_11B,0.3667078589173297
Twin_DZ_5B,-0.4131803279108619
Twin_MZ_9B,0.5159513694768079
NotTwin25,-2.243537106746444
Twin_MZ_19B,0.5117202329011296
