,Autocorr_MZ,Autocorr_DZ,Autocorr_NT,Crosscorr MZ,Crosscorr DZ,Crosscorr NT
0,0.9310284917973615,0.9739242578730963,0.9735617555929053,0.9471497048807378,0.9210547752821927,0.88680617756417
1,0.9216710069401182,0.9672099106902403,0.973748377859193,0.8612714012038429,0.9249798669117162,0.9220145836995228
2,0.9687927422433618,0.9801801770180354,0.9632525424932019,0.9366155096137215,0.8857252144107003,0.9176811578570687
3,0.8048756177358225,0.9529216959053376,0.9673130151222988,0.8101827324401545,0.8671175217713496,0.9220481964788642
4,0.9638587596524673,0.9609066561445563,0.9795678177008709,0.7016822512224054,0.9075930283447411,0.9029226258654681
5,0.7678433166086625,0.98117754550991,0.9789792067144305,0.9055542778184099,0.9313258877332422,0.850398193561333
6,0.970236744476439,0.952585439710051,0.6107254575598617,0.9463877730640669,0.925450878717248,0.9248262312597779
7,0.950118131014976,0.9442141779019884,0.8628852241096205,0.9616538563729556,0.9292104530282556,0.9218064092127034
8,0.9388029000892851,0.9823353590635497,0.9667277536949264,0.9596258985154238,0.8992354503894892,0.8980436855631068
9,0.9826079386674194,0.9133547875546022,0.974363949492235,0.885566188694804,0.7553730366707736,0.9398089712414016
10,0.9762416158275097,0.9856666694040142,0.977542082718732,0.8910431213763366,0.8762515401380114,0.8511854374798327
11,0.9785927075802245,0.9542062754126295,0.9820228544996663,0.8793306284384461,0.8578317466680536,0.7815017685548497
12,0.972845185405069,0.9583807816577319,0.9709621042474191,0.9750794285542231,0.9418505876454089,0.8905844087734621
13,0.9752281559052876,0.9627075056701571,0.9807371034711609,0.9528936241489068,0.9376053709530078,0.8654849825738522
14,0.9774648591786662,0.974608719741399,0.9827230151989292,0.973300476536624,0.9148505588701139,0.9061482966723436
15,0.9761419825349799,0.9739212207477539,0.9516875776478657,0.9692159934118725,0.9335094772578354,0.8897562988887016
16,0.9750813938573875,0.9706719759402571,0.9387754344354486,0.944646140027072,0.954236384308032,0.8085681496396983
17,0.971944812795238,0.9830187227081342,0.9731623926560002,0.9549654196401642,0.94980822242572,0.881077658807077
18,0.9819049522382477,0.9742223497729927,0.962651445604233,0.9685747833446305,0.9218683665820453,0.8138744810178964
19,0.9717541889137558,0.9908460838885993,0.9727533313481005,0.9686011631728018,0.9430952737662404,0.8972342765689267
20,0.9685808521995078,0.9808377328142136,0.8754737916895096,0.9369568359983966,0.9217954848242214,0.9036767356066426
21,0.9644506491514009,0.9606586767808065,0.9893662012452886,0.9343650226780573,0.947387765174303,0.7679122366992286
22,0.9763870792392777,0.7064120228213707,0.9678611604292979,0.9351058396884961,0.6778066553211617,0.5302462645139421
23,0.9303540234851293,0.9731062569140727,0.8820537693285538,0.9723847832431052,0.9182098746496046,0.9255676086828342
24,0.5483552283265726,0.9223477730383168,0.7044674976513035,0.5272774742801243,0.9058304117781677,0.9133435005422519
25,0.9618193895029605,0.9186898352943741,,0.9450513100734663,0.9024983430710265,0.9297021280452736
26,0.8981064134921128,,,0.9657004464954909,,0.7877098134507616
27,0.9794222956028589,,,0.8748365942004719,,0.930386731900029
28,0.9784577704734243,,,0.9589753764639338,,0.8702255636921301
29,0.9732210503367251,,,0.966211005711713,,0.890822139909669
30,0.9668497236555523,,,0.9481941050276668,,0.8872082837050204
31,0.9722728539065353,,,0.9709685310493403,,0.9162331549960379
32,0.9733130139137776,,,0.959927587292191,,0.855992841975183
33,0.9677094242909068,,,0.96417710121498,,0.8528020236391974
34,0.9555767372840516,,,0.9187246916736257,,0.8701811202399111
35,0.9711065324276742,,,0.9039492559701785,,0.9030908959682584
36,0.9569104933413738,,,0.9522555244483824,,0.8181450811644727
37,0.9538990652638158,,,0.9511100289362151,,0.7857535482532705
38,,,,,,0.8606514686646736
39,,,,,,0.8567933430432735
40,,,,,,0.8977513841210114
41,,,,,,0.8330977295017481
42,,,,,,0.9213002263091774
43,,,,,,0.9162102785564582
44,,,,,,0.8838129859877646
45,,,,,,0.9005297778496066
46,,,,,,0.8145902475650292
47,,,,,,0.8847175841939755
48,,,,,,0.8455674193018197
49,,,,,,0.8946943956098035
50,,,,,,0.8864635105678773
51,,,,,,0.9126321024330176
52,,,,,,0.902841646090218
53,,,,,,0.838293674455903
54,,,,,,0.8229034705427691
55,,,,,,0.8187490685041285
56,,,,,,0.8881140410013122
57,,,,,,0.9219497992584397
58,,,,,,0.9210917516339382
59,,,,,,0.866580303974229
60,,,,,,0.8390423820972729
61,,,,,,0.9076252235586204
62,,,,,,0.9278540129301382
63,,,,,,0.8416069957350638
64,,,,,,0.8864286404680211
