Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.992384105529634,0.9875106861124346,0.98131406044801,0.9739126431958998,0.009461363834454386,0.013994189688781628,0.009953657901805761,0.013438432731901836
DELTA,0.9368297345489404,0.9315536738453705,0.9217884015325531,0.8745541425279275,0.10499710224960383,0.08936232720220046,0.10415850178588272,0.1238759059121087
THETA,0.7435794597074035,0.6600574622801805,0.5763749461672318,0.15538868342655737,0.2609531652247674,0.2669494051491503,0.21911182413390207,0.35559169081583186
ALPHA,0.8948996533252397,0.8445086315140499,0.6514412374477566,0.5337200904165853,0.14514612764370072,0.15814879127307446,0.14176516292060398,0.28796921222894833
BETA,0.9326075383467368,0.9005515350649902,0.8216799829059561,0.7634520450336142,0.08841618341493095,0.11403784142328693,0.11067601541448611,0.16291394507023446
GAMMA,0.9440034333915189,0.9205134707085114,0.9019808529497179,0.8659784217747585,0.07573421875548944,0.0832414412051669,0.059736361861347,0.09175745058227577
HIGH GAMMA,0.9679150573272837,0.9391748624596105,0.9427210564007844,0.9220761008256201,0.03974030668880898,0.04792539825100851,0.02685703563968498,0.05052375479871236
