Subjects,Twin_DZ_1A,Twin_DZ_1B,Twin_DZ_2A,Twin_DZ_2B,Twin_DZ_3A,Twin_DZ_3B,Twin_DZ_4A,Twin_DZ_4B,Twin_DZ_5A,Twin_DZ_5B,Twin_DZ_6A,Twin_DZ_6B,Twin_DZ_7A,Twin_DZ_7B,Twin_DZ_8A,Twin_DZ_8B,Twin_DZ_9A,Twin_DZ_9B,Twin_DZ_10A,Twin_DZ_10B,Twin_DZ_11A,Twin_DZ_11B,Twin_DZ_12A,Twin_DZ_12B,Twin_DZ_13A,Twin_DZ_13B
Twin_DZ_1A,0.9974521190177963,0.9894224293688887,0.989791253558441,0.9718246974506903,0.9871887690524309,0.9864391631348879,0.9870094813852333,0.9811227689326756,0.9855415975275059,0.9722342918073602,0.9857430521298045,0.9608172528789356,0.97287254242132,0.9828861937276692,0.9818933435360463,0.9896504648295613,0.9836750242401848,0.9893837588552328,0.9881229634004807,0.9512952781254254,0.9861815941917614,0.984308476834731,0.9462474075311927,0.9824413728760479,0.969795353164568,0.9746971730268998
Twin_DZ_1B,0.9899039486980026,0.9968568534730156,0.9932084778799907,0.9711867648659702,0.9884443821982081,0.98514071345378,0.986700485742565,0.9805532200665493,0.9898001748491714,0.975927426241489,0.9911886128402525,0.9664143087112373,0.9781584816726839,0.9843881839870203,0.9820159582261063,0.9898522987465908,0.9781713617550215,0.989924362791158,0.987910967924233,0.9577901345683525,0.9870788649007902,0.9813810739900877,0.9385628417409451,0.9851950753942407,0.9727771719715179,0.9740942595723509
Twin_DZ_2A,0.9904122702715494,0.9914527916346859,0.9973194026035848,0.9749807577203231,0.9891351977469165,0.9885301710569334,0.9891644443724872,0.9831389418981848,0.9901880790797241,0.9727083555175629,0.9901477904102909,0.9664077132358431,0.9754790316436575,0.98509777182614,0.9843528759777391,0.9908908939568637,0.9823513285748959,0.991425341118286,0.9889669690896878,0.9577300276270178,0.9880856644645326,0.9825964947917888,0.947602414247857,0.9874078607757217,0.9723292406892541,0.9779168322741556
Twin_DZ_2B,0.9730763655169936,0.9753632672357313,0.978300516688414,0.9971418498398417,0.9787315031280666,0.9738796074780252,0.9839449178776833,0.9754570945728362,0.970903746630109,0.9450533647576962,0.9616563242671382,0.9604147874897,0.9723062843041258,0.9730627771075478,0.9848162036997918,0.9788292351820786,0.9831806930606242,0.9704269588078975,0.9744905218594517,0.9143122145506428,0.9769080719777226,0.9857608927895873,0.9483879204866092,0.976854400410342,0.9653767239003177,0.965594400151633
Twin_DZ_3A,0.9846084168453457,0.985096667170463,0.9854650038783326,0.9784834605872829,0.9963305379840564,0.9842673326462943,0.9875405070633209,0.9878936098224986,0.9813229198766705,0.9724568464186354,0.9813681209680443,0.9761935476909441,0.9831837477881613,0.9875081479568668,0.9793429360708648,0.987606084416613,0.9805396322948543,0.9798943134427319,0.9790977230321185,0.9315141029241473,0.9826397885601766,0.9861506637118013,0.9564124814296255,0.9863347481441489,0.9756904856530468,0.9769044779174008
Twin_DZ_3B,0.9842011534137416,0.9844404092109914,0.9882351810862555,0.9708591404557054,0.9858493247904618,0.9959805876397424,0.9822723402459689,0.9765123732043677,0.983841258313626,0.9740877154498901,0.9855471225189374,0.9541602239948469,0.9651389074544892,0.9747008251315259,0.9827756281195226,0.9866097870689472,0.9836650100436825,0.9880652435301381,0.9861697586583682,0.9625180194046234,0.9861804151128208,0.9834452420007443,0.9485214191985121,0.9782742252920474,0.967570821862192,0.9695097073078718
Twin_DZ_4A,0.9848713164511191,0.9879621234383613,0.9894197218402594,0.9810878715231046,0.9894681957503781,0.9827323723055161,0.9939221445166438,0.9884462227007705,0.9841478661713013,0.9734027858802912,0.9816070946050799,0.9759998488918487,0.9793719095468942,0.9842211135372343,0.982728122121612,0.985935370468666,0.9824241987191685,0.982045655621094,0.9806902113714915,0.9341989437861219,0.9846536651651652,0.9852232723119734,0.9626435883447975,0.9884185096666541,0.9805589736932223,0.9802561807484385
Twin_DZ_4B,0.9858019502956693,0.9844460169278199,0.98698136078665,0.9799434453098388,0.993405034770533,0.9846856007995447,0.9912994013921574,0.9952093886530575,0.9850555938301654,0.9733376259376881,0.9826527263711027,0.9744020190616519,0.9810288713671834,0.9877713720163152,0.9824607027556091,0.9863219209459337,0.9807016694085168,0.9799356351995903,0.9780149287561108,0.9275093666538805,0.9833190280879891,0.9848908960459872,0.9574904586207673,0.9891643145270314,0.9704296226482233,0.9733711714896822
Twin_DZ_5A,0.9834963897612833,0.9874453923063404,0.9899150393443428,0.9662194831106501,0.9846203892899631,0.9812801759788509,0.9814693028021645,0.9799970125913343,0.9975129050691599,0.9748282693584214,0.9890070803573513,0.9611556106564667,0.9684169054901686,0.9775093822235326,0.9778395874214532,0.982742721868027,0.9727334994488197,0.9858639892138114,0.9822009125615987,0.9543398090720083,0.9815242064498468,0.9768801400702325,0.937298005230692,0.9837246790017891,0.9641061889424554,0.9727405391875181
Twin_DZ_5B,0.9807370125267614,0.9857481425959683,0.9843888220906059,0.9590392266466519,0.9877351611577314,0.9811848614021423,0.9759942265634444,0.978925170104762,0.9833964916025726,0.9884703102885437,0.9872179226826914,0.9648970986006096,0.9729802320548637,0.9802538496533377,0.9722038637831452,0.9821287953921376,0.9716435391125828,0.9837136478212938,0.9773547856336258,0.9474241679016615,0.9757897459350118,0.9717150177558003,0.9445580918457783,0.9791988442369892,0.9702505240008461,0.9721070274150294
Twin_DZ_6A,0.9817200463189838,0.9869700015817268,0.9876930043705832,0.9554291833792856,0.9841174409005158,0.9834233498202176,0.977950938448835,0.9760198592027491,0.9868662399548054,0.9773238486625414,0.9979113753210893,0.9644654244880309,0.9725984735554387,0.9817880385653072,0.971936478572129,0.9826898894028637,0.9679536385095566,0.9878431347022445,0.9828531608248179,0.965592803893768,0.979897164209112,0.9699134034049726,0.9297090539265167,0.982574478618497,0.9639334469043962,0.9664655784566505
Twin_DZ_6B,0.9661509577743622,0.9747694387404557,0.9710019110245127,0.9654457769530577,0.9824464097242073,0.960646868893053,0.9757168543378456,0.9798032890330319,0.96671578036858,0.9563403958296723,0.9680000748618713,0.9933261529692894,0.9870761579906135,0.9873702240416409,0.9577558414218916,0.9708186916368309,0.9560967483718451,0.9614752948168636,0.9618192869536366,0.9047508266268254,0.9601713959123876,0.9627650229724216,0.9486247619793035,0.9835216068662631,0.9720264801164289,0.9647818952159347
Twin_DZ_7A,0.9768381073055709,0.9818480369553977,0.9792965880650244,0.9784471847722074,0.9889322227248514,0.9712731460087776,0.9841236225129644,0.9819143476973896,0.9725812805552339,0.9594928288041655,0.9736894672721862,0.9833119938371122,0.9966434869038351,0.9899940553327216,0.9726927878840551,0.9823004936150729,0.9709771122625042,0.9701396262672112,0.9713051268325938,0.9140771762844585,0.9754703197064162,0.9792594033490104,0.9499734681760073,0.9837239352115954,0.9742282585499351,0.9694436895723879
Twin_DZ_7B,0.9818639597100955,0.9832454886613089,0.9827099696986458,0.9740636601973345,0.9901633429805083,0.975732771630982,0.9862241602678299,0.9860889625909198,0.9771939069071904,0.9649234818817916,0.9793934909227409,0.983337116251266,0.9901845517370076,0.9974311504150888,0.9758481502523088,0.9868658322451445,0.9740454767656637,0.9768300061688806,0.9756034931207136,0.9236899366348092,0.9774936817956346,0.9771711599000786,0.9490100931678302,0.9884339120107323,0.9710116514114542,0.9664080095248725
Twin_DZ_8A,0.9768364054150604,0.9740725151971181,0.9793969602514627,0.9773023382948005,0.9758496845174054,0.9804847177251643,0.9784628201690602,0.9731024994399683,0.9758496497543792,0.9581888695462383,0.9709115458855883,0.9457002702077326,0.9606997745719265,0.9705393794245205,0.995029786537306,0.9864707431778268,0.9871903997362287,0.9813888504995918,0.9794842182209571,0.9427562172900377,0.9839653394368248,0.9824001551012318,0.9382646892256212,0.969696522926894,0.9504992021600258,0.9564034802865872
Twin_DZ_8B,0.9866708708902572,0.9872733397085751,0.9890331257785968,0.9736082964836488,0.9886820075855964,0.9860221340633428,0.9851015595689039,0.9796327632282078,0.9836762020880668,0.973551295299851,0.9853935937645197,0.9653397214841927,0.9779192330156424,0.9855616248332523,0.9858288732424461,0.9975640981265956,0.9842555361093568,0.9882892660420076,0.9870798303679984,0.9551705080165795,0.9843720878129479,0.9811993589902377,0.9444250523336607,0.9822926404164951,0.9717462744386196,0.9715986758917621
