Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.992201359234851,0.986956208569569,0.9801642816913578,0.9722288324953818,0.009750870438515682,0.013597343296518826,0.009534390290894366,0.013715654047178309
DELTA,0.9360455662217599,0.9317884635539846,0.9191831947001398,0.8709015599892014,0.10494394386926398,0.08453586288712972,0.09843260459915025,0.11820928973554935
THETA,0.7421170345639886,0.6436301863820694,0.5974567854822388,0.15608229957446274,0.26212344760520834,0.2597401309292874,0.1852213141980579,0.3458727446080293
ALPHA,0.8956605090021894,0.8358329514488495,0.6257980680286906,0.49994621782896503,0.12935677487946257,0.13752836753076916,0.13558433823328503,0.2741286935786027
BETA,0.9302147508690927,0.8921959680643416,0.8041137457941544,0.7436747420662098,0.09046426494064909,0.1190654934787448,0.11178295642226718,0.16674166057215534
GAMMA,0.9428985299249395,0.9189302335467572,0.8969274703848141,0.8604320719055789,0.07438394314003714,0.07695182995636529,0.0536355633211385,0.08906427659220417
HIGH GAMMA,0.9640656597540569,0.9309926770847213,0.9301982005058722,0.905167235101189,0.04554640182755718,0.045201495349967466,0.031533061023730206,0.057897327090354674
