,values,TypeCorr,TwinType,FreqBand
334,0.9452871446442996,Crosscorr,DZ,HIGH GAMMA
335,0.9360065786945236,Crosscorr,NT,HIGH GAMMA
336,0.990391630546782,Autocorr,MZ,BROADBAND
337,0.9975169042506904,Autocorr,DZ,BROADBAND
338,0.9935817832071312,Autocorr,NT,BROADBAND
339,0.991416568965108,Crosscorr,MZ,BROADBAND
340,0.9834276422559554,Crosscorr,DZ,BROADBAND
341,0.9737863917512974,Crosscorr,NT,BROADBAND
342,0.9368922943452628,Autocorr,MZ,DELTA
343,0.9898681105405877,Autocorr,DZ,DELTA
344,0.906983511701488,Autocorr,NT,DELTA
345,0.9136425210649745,Crosscorr,MZ,DELTA
346,0.9575648019126626,Crosscorr,DZ,DELTA
347,0.966195618986384,Crosscorr,NT,DELTA
348,0.8129580093452002,Autocorr,MZ,THETA
349,0.8974380936714175,Autocorr,DZ,THETA
350,0.5301529255255939,Autocorr,NT,THETA
351,0.7336156870030995,Crosscorr,MZ,THETA
352,0.2832740419945315,Crosscorr,DZ,THETA
353,0.2315716089622639,Crosscorr,NT,THETA
354,0.946172479860928,Autocorr,MZ,ALPHA
355,0.982698574617624,Autocorr,DZ,ALPHA
356,0.9126162019539592,Autocorr,NT,ALPHA
357,0.9286665523098844,Crosscorr,MZ,ALPHA
358,0.7084606411630452,Crosscorr,DZ,ALPHA
359,0.7453048102750204,Crosscorr,NT,ALPHA
360,0.9520281925550912,Autocorr,MZ,BETA
361,0.978276069250176,Autocorr,DZ,BETA
362,0.8654617491936585,Autocorr,NT,BETA
363,0.9160738537549956,Crosscorr,MZ,BETA
364,0.8288920267366977,Crosscorr,DZ,BETA
365,0.8039271376190563,Crosscorr,NT,BETA
366,0.9388029000892852,Autocorr,MZ,GAMMA
367,0.9823353590635496,Autocorr,DZ,GAMMA
368,0.9667277536949264,Autocorr,NT,GAMMA
369,0.9596258985154238,Crosscorr,MZ,GAMMA
370,0.8992354503894892,Crosscorr,DZ,GAMMA
371,0.8980436855631068,Crosscorr,NT,GAMMA
372,0.9276770844183476,Autocorr,MZ,HIGH GAMMA
373,0.9806960718143388,Autocorr,DZ,HIGH GAMMA
374,0.961292372523316,Autocorr,NT,HIGH GAMMA
375,0.9501504150327258,Crosscorr,MZ,HIGH GAMMA
376,0.8898989661427328,Crosscorr,DZ,HIGH GAMMA
377,0.9273627389638838,Crosscorr,NT,HIGH GAMMA
378,0.9974728827143132,Autocorr,MZ,BROADBAND
379,0.9884688961342132,Autocorr,DZ,BROADBAND
380,0.99730080809025,Autocorr,NT,BROADBAND
381,0.9787295733871816,Crosscorr,MZ,BROADBAND
382,0.974832981988735,Crosscorr,DZ,BROADBAND
383,0.987150789466649,Crosscorr,NT,BROADBAND
384,0.9902834543198648,Autocorr,MZ,DELTA
385,0.9012441958849672,Autocorr,DZ,DELTA
386,0.9849346449147346,Autocorr,NT,DELTA
387,0.8500855321342706,Crosscorr,MZ,DELTA
388,0.8756981306761806,Crosscorr,DZ,DELTA
389,0.9569147297366084,Crosscorr,NT,DELTA
390,0.956421773413176,Autocorr,MZ,THETA
391,0.6767127263048385,Autocorr,DZ,THETA
392,0.9351621232033128,Autocorr,NT,THETA
393,0.5751373812246457,Crosscorr,MZ,THETA
394,0.49744145969966,Crosscorr,DZ,THETA
395,0.1172319071811169,Crosscorr,NT,THETA
396,0.9527320221482994,Autocorr,MZ,ALPHA
397,0.6568940093635035,Autocorr,DZ,ALPHA
398,0.9706515932602542,Autocorr,NT,ALPHA
399,0.8911039720180067,Crosscorr,MZ,ALPHA
400,0.6349838280801234,Crosscorr,DZ,ALPHA
401,0.5877572642967573,Crosscorr,NT,ALPHA
402,0.9785132853801763,Autocorr,MZ,BETA
403,0.8068582112781999,Autocorr,DZ,BETA
404,0.9804204118520066,Autocorr,NT,BETA
405,0.8474952042091795,Crosscorr,MZ,BETA
406,0.6913135340138912,Crosscorr,DZ,BETA
407,0.9226661842756548,Crosscorr,NT,BETA
408,0.9826079386674194,Autocorr,MZ,GAMMA
409,0.9133547875546022,Autocorr,DZ,GAMMA
410,0.974363949492235,Autocorr,NT,GAMMA
411,0.885566188694804,Crosscorr,MZ,GAMMA
412,0.7553730366707736,Crosscorr,DZ,GAMMA
413,0.9398089712414016,Crosscorr,NT,GAMMA
414,0.981302919728092,Autocorr,MZ,HIGH GAMMA
415,0.9501666786867105,Autocorr,DZ,HIGH GAMMA
416,0.9824241655183248,Autocorr,NT,HIGH GAMMA
417,0.8617801769295603,Crosscorr,MZ,HIGH GAMMA
418,0.8455689315596342,Crosscorr,DZ,HIGH GAMMA
419,0.9585215547739654,Crosscorr,NT,HIGH GAMMA
420,0.997489468984018,Autocorr,MZ,BROADBAND
421,0.997911810031274,Autocorr,DZ,BROADBAND
422,0.9963309849797892,Autocorr,NT,BROADBAND
423,0.9902871976902764,Crosscorr,MZ,BROADBAND
424,0.9680131835176676,Crosscorr,DZ,BROADBAND
425,0.9855423705086164,Crosscorr,NT,BROADBAND
426,0.9906965972161716,Autocorr,MZ,DELTA
427,0.9902381217505756,Autocorr,DZ,DELTA
428,0.8999130191111717,Autocorr,NT,DELTA
429,0.9454096204392486,Crosscorr,MZ,DELTA
430,0.9471314234951972,Crosscorr,DZ,DELTA
431,0.9590914602386248,Crosscorr,NT,DELTA
432,0.9125278832299164,Autocorr,MZ,THETA
433,0.896267172247681,Autocorr,DZ,THETA
434,0.6603065495895655,Autocorr,NT,THETA
435,0.8928789990888903,Crosscorr,MZ,THETA
436,0.5643862188473553,Crosscorr,DZ,THETA
437,0.7276452068529875,Crosscorr,NT,THETA
438,0.9804754537474444,Autocorr,MZ,ALPHA
439,0.9589490189497984,Autocorr,DZ,ALPHA
440,0.9528450207975824,Autocorr,NT,ALPHA
441,0.8807159201776651,Crosscorr,MZ,ALPHA
442,0.3704360987969164,Crosscorr,DZ,ALPHA
443,0.7251364111329497,Crosscorr,NT,ALPHA
444,0.9781562598974982,Autocorr,MZ,BETA
445,0.9709173319680376,Autocorr,DZ,BETA
446,0.976956402700466,Autocorr,NT,BETA
447,0.949384071185893,Crosscorr,MZ,BETA
448,0.8185557524013302,Crosscorr,DZ,BETA
449,0.8538846120313193,Crosscorr,NT,BETA
