Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9850236141118253,0.9023468497760789,0.8582637342179479,0.8339527252280184,0.010737106448739424,0.021386217559177342,0.037668023770846354,0.05000931731192379
DELTA,0.9840599508231159,0.8565031659941155,0.8464334024259585,0.8237587467060867,0.009601931786074153,0.02923398645599532,0.020259795977547828,0.03504650148863658
THETA,0.9664520242459718,0.7507739610050626,0.7185373671217388,0.6293589577264632,0.024908951195952697,0.05730976800785283,0.05641707725533636,0.09217370645475632
ALPHA,0.9606209512074677,0.7550567355375236,0.6162637809364082,0.5819956768506401,0.02638880351347452,0.05187868837257109,0.06861994065556462,0.13157797435542387
BETA,0.9644645158590744,0.7706866430555456,0.6909710169099171,0.6593107302740316,0.03757351793833647,0.04582510670565472,0.0660986520719271,0.08535874031647471
GAMMA,0.9817083305292023,0.7968884478996868,0.7755896169218222,0.7522209570730937,0.014745207246826786,0.05209300316241849,0.03037590118323692,0.050787462132351316
HIGH GAMMA,0.9674182873517396,0.7501828374050106,0.7543400615278942,0.7194748249100158,0.023742245987931374,0.03943079736485855,0.028523525971092985,0.04896568204897176
