Frequencies_Band,Autocorr,Crosscorr MZ,Crosscorr DZ,Crosscorr NT,Autocorr std,Crosscorr MZ std,Crosscorr DZ std,Crosscorr NT std
BROADBAND,0.9923121581632747,0.9867804591025245,0.9787288023133958,0.9729067160467776,0.011203272542147133,0.017978663829090694,0.015793657487638165,0.016490393446834974
DELTA,0.9496632612025006,0.9242433189370349,0.9294045872305745,0.8775676858869144,0.08000544734769102,0.11009942163811091,0.07072680405577249,0.11807564109880378
THETA,0.7694620791555061,0.6561553579228596,0.5470227075096024,0.15733165755659964,0.23262320072279585,0.2623309290995259,0.24964658187394848,0.3631398195538354
ALPHA,0.9114735084590013,0.8686068898927729,0.6626049165803902,0.5583675840851448,0.1361107108535227,0.12827168274768563,0.15279564947871424,0.28286907953399615
BETA,0.9386637747465978,0.9147270593367951,0.8095644880311392,0.781088131532693,0.09204518498036472,0.09887943105496634,0.13733047528616046,0.15192556503896848
GAMMA,0.9456761910657169,0.9140435586627372,0.8822622303694874,0.8578681607187097,0.07747626909324717,0.10914380850304947,0.1168643359497899,0.11299038046391814
HIGH GAMMA,0.9638922098099257,0.9280930656791607,0.9239866659831241,0.9117618290543256,0.054322616073825304,0.08941851061735787,0.09689227816976892,0.08616475517995002
